id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
4596367,CMC,,,PreservedSpecimen,8099ddcb-3f8a-4ec7-b272-7ef871b92a07,CMC00010778,"8861, 58",Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,E.G. Voss,1984,,,Black walnut,,,John J. Rochow,,s.n.,10/20/1966,1966,10,20,293,,,,,,,,,,,,,,,,,,,United States,Michigan,Montcalm,,[no precise location],,0,,43.386323,-84.894988,WGS84,969,TRS: T12N R5W sec 34 NE1/4,,,GeoLocate,,,,,,,,,,,LeilaSiciliano,12/9/2019 16:50,,191,urn:uuid:8099ddcb-3f8a-4ec7-b272-7ef871b92a07,http://sernecportal.org/portal/collections/individual/index.php?occid=4596367
15203478,NY,,,PreservedSpecimen,dafd43be-5f39-45cc-b90c-c50052f6b9ee,1486069,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,J. Blake,,s.n.,,,,,,,s.d.,,,,,,,,,,,,,,,,sheet,United States of America,New Hampshire,Belknap Co.,,Gilmanton,,,,43.424245,-71.414516,,3036,,,GEOLocate Web Application,GEOLocate (Tulane University Museum of Natural History),,,,,,,,,,en,,2/26/2020 11:54,dafd43be-5f39-45cc-b90c-c50052f6b9ee,40,urn:uuid:2a7f56ea-debb-4c1a-8d40-e1f51f93b63f,http://sernecportal.org/portal/collections/individual/index.php?occid=15203478
6515500,NY,,,PreservedSpecimen,b4023904-cfd8-417c-9601-32812e00dc32,1132393,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,M. H. Nee,2009,,,,,,D. E. Atha,,8293,9/11/2009,2009,9,11,25,25,11-Sep-09,,Sandstone ridge,,,,,,,,,,,,,,sheet,United States of America,Wisconsin,Richland Co.,,ca 1km SW of Rockbridge,,,,43.4451781,-90.3635339,,,,,,,,,236,236,,,,ca 774 ft,,en,,2/26/2020 11:53,b4023904-cfd8-417c-9601-32812e00dc32,40,urn:uuid:5d7696d7-bf34-43c8-9ad6-ef00cef36b49,http://sernecportal.org/portal/collections/individual/index.php?occid=6515500
20436887,NCSM,NCSM,,PreservedSpecimen,,NCSM000543,1748,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"McMillan, Patrick D.",6/20/1999,,,,,,"McMillan, Patrick D.",,PDM 3500,6/20/1999,1999,6,20,171,,,,Rich bottomland forest along small stream floodplain,,,,,,,,,,,,,,,United States,Vermont,Windsor,,near Windsor,,0,,43.480349,-72.384813,WGS84,3036,,"McCormick, Carol Ann",,GeoLocate,,#NAME?,,,,,,,,,,12/9/2019 16:50,NCSM000543,283,urn:uuid:ad1af2e9-72c3-449e-9eef-69c93d1ce4d4,http://sernecportal.org/portal/collections/individual/index.php?occid=20436887
24050436,VT,,,PreservedSpecimen,0e20b424-3901-4626-8eac-0724e68724ed,UVMVT058498,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,"Carpenter, D. S.",,,0000-00-00,0,0,0,,,,Middletown Springs assumed,,,,,,,,,,,,,,,,United States,Vermont,Rutland,Middletown Springs,,,0,,43.48474,-73.12664,WGS84,6206,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999768,253,urn:uuid:12bad69c-5310-47b6-8364-8a829bae9744,http://sernecportal.org/portal/collections/individual/index.php?occid=24050436
4596360,CMC,,,PreservedSpecimen,2b4b8bd9-863d-426a-9c1f-108acbfb1888,CMC00010771,5376,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,E.G. Voss,1984,,,Butternut,,,Arnold Howse,,s.n.,4/4/1963,1963,4,4,94,,,,,,,,,,,,,,,,,,,United States,Michigan,Isabella,,[no precise location],,0,,43.575289,-84.917552,WGS84,969,TRS: T14N R5W sec 28 SE1/4 SE1/4,,,GeoLocate,,,,,,,,,,,LeilaSiciliano,12/9/2019 16:50,,191,urn:uuid:2b4b8bd9-863d-426a-9c1f-108acbfb1888,http://sernecportal.org/portal/collections/individual/index.php?occid=4596360
4596370,CMC,,,PreservedSpecimen,1646c60b-ba19-4072-a384-cbda35c6aeba,CMC00010781,5396,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,David MacColeman,1964,,,Butternut,,,David MacColeman,,s.n.,5/18/1964,1964,5,18,139,,,,,,,,,,,,,,,,,,,United States,Michigan,Isabella,,[no precise location],,0,,43.589829,-84.777617,WGS84,969,TRS: T14N R4W sec 22 NW1/4,,,GeoLocate,,,,,,,,,,,LeilaSiciliano,12/9/2019 16:50,,191,urn:uuid:1646c60b-ba19-4072-a384-cbda35c6aeba,http://sernecportal.org/portal/collections/individual/index.php?occid=4596370
24095371,VT,,,PreservedSpecimen,a12aec0d-c4af-40a6-a31e-ad0a0edde67b,UVMVT058493,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Castleton,,,0,,43.6328,-73.17413,WGS84,7457,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999770,253,urn:uuid:976c3ef8-bca2-47f3-a43b-b790eb7bff8e,http://sernecportal.org/portal/collections/individual/index.php?occid=24095371
14851136,NY,,,PreservedSpecimen,4ca35133-c5b8-4ded-87c0-7dd21762a184,1486061,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,H. J. B.,,227,1998-05-00,1998,5,0,,,May-98,,Hillside.,,,,,,,,,,,,,,sheet,United States of America,Vermont,Rutland Co.,,Proctor,,,,43.660622,-73.035664,,3036,,,GEOLocate Web Application,GEOLocate (Tulane University Museum of Natural History),,,,,,,,,,en,,2/26/2020 11:51,4ca35133-c5b8-4ded-87c0-7dd21762a184,40,urn:uuid:29e9726f-fce4-4a07-bb44-553c64dfbdaf,http://sernecportal.org/portal/collections/individual/index.php?occid=14851136
24082083,VT,,,PreservedSpecimen,74de7205-075b-4bfa-b9d0-acffeb406fd1,UVMVT058486,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Benson,,,0,,43.71254,-73.3074,WGS84,9056,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999773,253,urn:uuid:10701bd0-aca5-4b20-8a01-5b534eece960,http://sernecportal.org/portal/collections/individual/index.php?occid=24082083
24061333,VT,,,PreservedSpecimen,31a28742-f4a5-46ed-b297-bda895ca33ce,UVMVT080082,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,1886-06-22,1886,6,22,173,,1886-6-22,,,,,,,,,,,,,,,,,United States,Vermont,Windsor,Norwich,,,0,,43.7521,-72.31881,WGS84,9401,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,8/3/2018 12:55,999779,253,urn:uuid:3c5f0ee5-9f51-490a-b0f5-222ffda46ac5,http://sernecportal.org/portal/collections/individual/index.php?occid=24061333
24110899,VT,,,PreservedSpecimen,d4b55c6a-d0f2-4fc8-9572-c4aa9ee2a938,UVMVT080083,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,1886-05-13,1886,5,13,133,,1886-5-13,,,,,,,,,,,,,,,,,United States,Vermont,,Norwich,,,0,,43.7521,-72.31881,WGS84,9401,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999778,253,urn:uuid:bcc1a4e2-32a6-4c2e-93fa-0866df88fbfc,http://sernecportal.org/portal/collections/individual/index.php?occid=24110899
24113297,VT,,,PreservedSpecimen,dc9c9536-bc71-4263-818d-9a2425901b8b,UVMVT058472,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,3/12/1912,1912,3,12,72,,3/12/1912,,,,,,,,,,,,,,,,,United States,Vermont,,Norwich,,,0,,43.7521,-72.31881,WGS84,9401,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999780,253,urn:uuid:8bbe9541-6b21-4ab1-8a8a-68ae7ecff7c9,http://sernecportal.org/portal/collections/individual/index.php?occid=24113297
24118015,VT,,,PreservedSpecimen,ebf70680-b76e-4fab-bce1-c47003b2fa91,UVMVT058484,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Norwich,,,0,,43.7521,-72.31881,WGS84,9401,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999775,253,urn:uuid:1d5e8680-6a74-4193-93c8-2d6d33ae3664,http://sernecportal.org/portal/collections/individual/index.php?occid=24118015
24086832,VT,,,PreservedSpecimen,84f66225-29ef-45ac-b2f0-ecf24ebde7cc,UVMVT058494,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Brandon,,,0,,43.79975,-73.08017,WGS84,7790,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999769,253,urn:uuid:e008a54c-87f7-4405-9a0e-834175ad524c,http://sernecportal.org/portal/collections/individual/index.php?occid=24086832
24088035,VT,,,PreservedSpecimen,890ca1de-7bcb-49fe-9ff5-5c42aaabb3de,UVMVT058488,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Brandon,,,0,,43.79975,-73.08017,WGS84,7790,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999771,253,urn:uuid:27118e07-19be-4040-8c9a-5d537b1abeaf,http://sernecportal.org/portal/collections/individual/index.php?occid=24088035
24089929,VT,,,PreservedSpecimen,8f1a2a72-7ec0-4400-bfa1-c4d07c62c4d1,UVMVT058510,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Orwell,,,0,,43.80625,-73.29317,WGS84,8251,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999756,253,urn:uuid:e3ce2960-7a2a-400e-80b3-31dd9bbacb2e,http://sernecportal.org/portal/collections/individual/index.php?occid=24089929
24050849,VT,,,PreservedSpecimen,0f8da628-b75f-425d-a411-d19159f16321,UVMVT058487,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,1900-00-00,1900,0,0,,,1900,,,,,,,,,,,,,,,,,United States,Vermont,Windsor,Rochester,,,0,,43.87551,-72.82922,WGS84,12204,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,8/3/2018 12:55,999772,253,urn:uuid:a639b0ff-6f05-4f81-b15d-c468949c069d,http://sernecportal.org/portal/collections/individual/index.php?occid=24050849
24099488,VT,,,PreservedSpecimen,ae846fba-e7c1-467e-be30-2a5d6a457424,UVMVT058508,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Fairlee,,,0,,43.92556,-72.16302,WGS84,6464,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999755,253,urn:uuid:8fadd165-33d1-4538-83a9-06f13749d471,http://sernecportal.org/portal/collections/individual/index.php?occid=24099488
24063066,VT,,,PreservedSpecimen,37272531-6be5-4851-8340-5258e2c32d86,UVMVT058485,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,1891-05-22,1891,5,22,142,,1891-5-22,,,,,,,,,,,,,,,,,United States,Vermont,Addison,Middlebury,,,0,,44.0044,-73.12177,WGS84,7477,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,8/3/2018 12:55,999774,253,urn:uuid:b2d06439-ac05-461d-854e-ed497d7a38d9,http://sernecportal.org/portal/collections/individual/index.php?occid=24063066
24100897,VT,,,PreservedSpecimen,b32a1ac4-d247-4c4b-b480-8346eb974654,UVMVT080081,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,1881-05-22,1881,5,22,142,,1881-5-22,,,,,,,,,,,,,,,,,United States,Vermont,,Middlebury,,,0,,44.0044,-73.12177,WGS84,7477,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,1163284,253,urn:uuid:a5235207-1805-460c-bab2-bb8fe0abbbea,http://sernecportal.org/portal/collections/individual/index.php?occid=24100897
24059961,VT,,,PreservedSpecimen,2d20c45c-a8ec-4f89-986f-e60c922e91a2,UVMVT067079,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,7/5/1984,1984,7,5,187,,7/5/1984,,,,,,,,,,,,,,,,,United States,Vermont,Addison,Bristol,,,0,,44.12435,-73.07059,WGS84,9332,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,8/3/2018 12:55,999735,253,urn:uuid:5ca916b2-0769-429a-9790-44f9da2159f3,http://sernecportal.org/portal/collections/individual/index.php?occid=24059961
24078274,VT,,,PreservedSpecimen,687f7fe0-cb74-4439-86b4-1e844ebec55c,UVMVT058516,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Bristol,,,0,,44.12435,-73.07059,WGS84,9332,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999767,253,urn:uuid:bdb15ecc-7f4c-4152-b385-9225e8ec848a,http://sernecportal.org/portal/collections/individual/index.php?occid=24078274
24059392,VT,,,PreservedSpecimen,2b4384ed-5c03-4f05-ba78-e8c5bf775157,UVMVT080079,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,1879-05-20,1879,5,20,140,,1879-5-20,,,,,,,,,,,,,,,,,United States,Vermont,Chittenden,Charlotte,,,0,,44.30894,-73.23596,WGS84,8247,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,8/3/2018 12:55,999741,253,urn:uuid:4e761c35-056a-49e7-a6e3-cfb915a03d3a,http://sernecportal.org/portal/collections/individual/index.php?occid=24059392
24063938,VT,,,PreservedSpecimen,3a072956-3759-4f44-8715-b9b37478a9ab,UVMVT058477,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,1879-05-30,1879,5,30,150,,1879-5-30,,,,,,,,,,,,,,,,,United States,Vermont,Chittenden,Charlotte,,,0,,44.30894,-73.23596,WGS84,8247,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999750,253,urn:uuid:e6d2243c-a523-4912-9570-0e6dc9a72ce3,http://sernecportal.org/portal/collections/individual/index.php?occid=24063938
24072477,VT,,,PreservedSpecimen,554668ae-44d9-4ff2-a849-4f38fd294834,UVMVT080080,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Charlotte,,,0,,44.30894,-73.23596,WGS84,8247,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999751,253,urn:uuid:9a7b5203-3b1a-46bc-ae2d-76e645471812,http://sernecportal.org/portal/collections/individual/index.php?occid=24072477
24072942,VT,,,PreservedSpecimen,56c93183-9308-46dc-b5a0-54f0d764a94e,UVMVT058474,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Charlotte,,,0,,44.30894,-73.23596,WGS84,8247,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999747,253,urn:uuid:650e6639-7744-4bec-8e40-a15ce0630ea8,http://sernecportal.org/portal/collections/individual/index.php?occid=24072942
24075085,VT,,,PreservedSpecimen,5dcfe76c-bdf3-4eb2-993e-2fca66f8b524,UVMVT058495,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Charlotte,,,0,,44.30894,-73.23596,WGS84,8247,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999736,253,urn:uuid:39ae4a8b-758b-4a3e-89ad-1f7a0627f851,http://sernecportal.org/portal/collections/individual/index.php?occid=24075085
24076046,VT,,,PreservedSpecimen,61042966-8f79-4f93-a19d-9f3bdaf0f96e,UVMVT058491,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Charlotte,,,0,,44.30894,-73.23596,WGS84,8247,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999738,253,urn:uuid:0744846d-e764-4bb4-8576-e2dd740c00e9,http://sernecportal.org/portal/collections/individual/index.php?occid=24076046
24087074,VT,,,PreservedSpecimen,85b3f71d-cd84-43a3-b6d3-35d4673c5e1c,UVMVT058481,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Charlotte,,,0,,44.30894,-73.23596,WGS84,8247,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999743,253,urn:uuid:60b1d12a-49a8-47bd-8d9c-e91b304eaeba,http://sernecportal.org/portal/collections/individual/index.php?occid=24087074
24090193,VT,,,PreservedSpecimen,90121707-5074-4413-893f-1794e08d0a44,UVMVT058489,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,,,,0000-00-00,0,0,0,,,,,,,,,,,,,,,,,,,,United States,Vermont,,Charlotte,,,0,,44.30894,-73.23596,WGS84,8247,,,,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,,,,,,,,,Dorothy Allard,7/26/2018 16:10,999737,253,urn:uuid:945a96da-fdfb-42c5-9db1-06d7a739ab99,http://sernecportal.org/portal/collections/individual/index.php?occid=24090193
