id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
10825796,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:3541904,3541904,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Julian A. Steyermark,,21497,10/4/1938,1938,10,4,277,,10/4/1938,,,,,,,,,,,,,,,1,,United States,Missouri,Pettis,,"Near Muddy Creek, 2 mi E and NE of Lookout wooded N-facing limestone slopes along creek",,0,,38.8483333,-93.0627778,,,,,,,,,,,,,,,,,,10/24/2013 14:50,urn:catalog:MO:Tropicos:3541904,157,urn:uuid:527cf5a6-e418-4b7f-ad94-83465343a64a,http://sernecportal.org/portal/collections/individual/index.php?occid=10825796
10537047,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:1264379,1264379,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Chris Dietrich,,466,7/15/1997,1997,7,15,196,,7/15/1997,,,,,53,,,,,,,,,,4,,United States,Missouri,Boone,,Columbia. 615 North 8th Street. Ca. 2 blocks north of intersection of 8th and Rogers streets.,,0,,38.95166,-92.33388,,,,,,,,,200,,,,,,,,,10/24/2013 15:48,urn:catalog:MO:Tropicos:1264379,157,urn:uuid:ce04670a-104a-415e-95c2-1fdfdc5bdcf2,http://sernecportal.org/portal/collections/individual/index.php?occid=10537047
10476606,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:1613769,1613769,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,SWEET,,92,5/3/1902,1902,5,3,123,,5/3/1902,,,,,,,,,,,,,,,,,United States,Missouri,Boone,,Columbia.,,0,,38.95167,-92.33389,,,,,,,,,,,,,,,,,,12/20/2008 3:35,urn:catalog:MO:Tropicos:1613769,157,urn:uuid:e40a45ca-d083-46cc-a139-122268583813,http://sernecportal.org/portal/collections/individual/index.php?occid=10476606
12430076,IND,,,PreservedSpecimen,46c6289b-c27e-405a-98e7-066e06b215d9,IND-0065166,3154,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Paul G. Wible,,4735,8/17/1928,1928,8,17,230,,17-Aug-28,Frequent,Woods and fields,,,,,,,,,,,,,,,United States,Indiana,Lawrence,,NE Lawrence County. Bank of Jackie Branch N. of road,,0,,38.953217,-86.312901,,1250,,mcvincen (2018-07-03 09:16:11),,georef batch tool 2018-07-03; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:46c6289b-c27e-405a-98e7-066e06b215d9,http://sernecportal.org/portal/collections/individual/index.php?occid=12430076
4413013,F,Botany,,PreservedSpecimen,9d3542e6-c9c2-4b7a-a7a5-febd0b0f38f0,,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,L. M. Umbach,,,1898-05-25,1898,5,25,145,,1898-5-25,,,,,,,,,,,,,,,,,U.S.A.,Illinois,Will,,Wheatland,,0,,38.965124,-88.89196,,,,,,,,,,,,,,,,en,,7/11/2016 12:23,9d3542e6-c9c2-4b7a-a7a5-febd0b0f38f0,181,urn:uuid:f44ce137-4d0b-4422-9772-ad07a0dc292b,http://sernecportal.org/portal/collections/individual/index.php?occid=4413013
12429921,IND,,,PreservedSpecimen,91d3059c-19b7-48ad-bbdd-1e9888f6aa99,IND-0065154,37074,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Charles C. Deam,,40382,5/25/1924,,,,146,,25-May-24,,along a small wooded creek,,,,,,,,,,,,,,,United States,Indiana,Dearborn,,3 mi. SW of Dillsboro,,0,,38.985276,-85.093359,,500,,kczebota (2018-04-11 10:05:09),,georef batch tool 2018-04-11; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:91d3059c-19b7-48ad-bbdd-1e9888f6aa99,http://sernecportal.org/portal/collections/individual/index.php?occid=12429921
10820696,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:3570248,3570248,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Bruce Schuette,,664,8/11/1984,1984,8,11,224,,8/11/1984,,,,,,,,,,,,,,,,,United States,Missouri,Lincoln,,"Cuivre River State Park, wild area, big sugar creek, along limestone ledge along bsc. along creek, medium size tree (~ 30' tall); several nuts were laying on ground beneath the tree.",,0,,39.05361,-90.945,,,,,,,,,,,,,,,,,,7/2/2009 3:32,urn:catalog:MO:Tropicos:3570248,157,urn:uuid:edea65f7-33d8-45a7-bfcf-550cee3e369e,http://sernecportal.org/portal/collections/individual/index.php?occid=10820696
12430108,IND,,,PreservedSpecimen,1b587f3d-ad46-48a3-a0ed-36c5a936d94f,IND-0065162,37306,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Charles C. Deam,,30106,9/20/1919,1919,9,20,263,,Sept. 20 1919,,Along a creek,,,,,,,,,,,,,,,United States,Indiana,Jennings,,2.5 mi. southwest of Brewersville,,0,,39.079658,-85.655895,,700,,mcvincen (2018-04-18 11:40:32),,georef batch tool 2018-04-18; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:1b587f3d-ad46-48a3-a0ed-36c5a936d94f,http://sernecportal.org/portal/collections/individual/index.php?occid=12430108
12430036,IND,,,PreservedSpecimen,d2875dc8-80bc-4384-85d5-e5bca8b89c69,IND-0065172,3151,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,John E. Potzger,,2300,9/27/1931,1931,9,27,270,,9/27/1931,,Along small creek,,,,,,,,,,,,,,,United States,Indiana,Monroe,,Station F.; salt creek twp.,,0,,39.084391,-86.45888,,50,,mcvincen (2018-05-15 11:42:52),,georef batch tool 2018-05-15; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:d2875dc8-80bc-4384-85d5-e5bca8b89c69,http://sernecportal.org/portal/collections/individual/index.php?occid=12430036
12430041,IND,,,PreservedSpecimen,381d1f78-f72d-43f0-95f5-2f4f9948b8c5,IND-0065171,3161,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,John E. Potzger,,2301,9/27/1931,,,,270,,9/27/1931,,Along small creek,,Dominant tree in mixed hardwoods.,,,,,,,,,,,,,United States,Indiana,Monroe,,Station F,,0,,39.084391,-86.45888,,50,,mcvincen (2018-05-15 11:42:52),,georef batch tool 2018-05-15; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:381d1f78-f72d-43f0-95f5-2f4f9948b8c5,http://sernecportal.org/portal/collections/individual/index.php?occid=12430041
12430125,IND,,,PreservedSpecimen,90485ab2-a240-486f-947e-c6003a20e540,IND-0065183,40462,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Charles C. Deam,,25725,7/4/1918,1918,7,4,185,,4-Jul-18,,Rose woods,,,,,,,,,,,,,,,United States,Indiana,Sullivan,,1 mi. west of Graysville [Graysville],,0,,39.116208,-87.576235,,450,,mcvincen (2018-04-29 13:25:52),,georef batch tool 2018-04-29; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:90485ab2-a240-486f-947e-c6003a20e540,http://sernecportal.org/portal/collections/individual/index.php?occid=12430125
10621309,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:3543674,3543674,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Julian A. Steyermark,,25979,9/8/1937,1937,9,8,251,,9/8/1937,,,,,,,,,,,,,,,1,,United States,Missouri,Lincoln,,"Near Mill Creek, 3 mi NE of Silex at base of wooded St. Peter sandstone slopes along creek",,0,,39.1427777,-91.0205556,,,,,,,,,,,,,,,,,,10/24/2013 14:25,urn:catalog:MO:Tropicos:3543674,157,urn:uuid:cb7c5c8f-1f58-4f42-beb4-6d750a729b07,http://sernecportal.org/portal/collections/individual/index.php?occid=10621309
12430047,IND,,,PreservedSpecimen,6d672222-8ce4-4706-b19e-862ef56cff85,IND-0065170,3167,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Fred Donaghy,,548,1915-00-00,1915,,,,,Spring 1915,,,,,,,,,,,,,,,,,United States,Indiana,Monroe,,Near Bloomington,,0,,39.165325,-86.526386,,3000,,mcvincen (2018-11-06 06:38:04),,georef batch tool 2018-11-06; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:6d672222-8ce4-4706-b19e-862ef56cff85,http://sernecportal.org/portal/collections/individual/index.php?occid=12430047
12430021,IND,,,PreservedSpecimen,7fdb4b3b-535d-46d2-9c6c-90b884f6a711,IND-0065174,60434,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,James S. Brooks,,190,9/22/1929,1929,9,22,265,,9/22/2029,,Rich woods,,White walnut,,,,,,,,,,,,,United States,Indiana,Monroe,,1st hill west of Mossy Bank,,0,,39.194475,-86.513756,,150,,andervia (2018-04-26 15:01:49),,georef batch tool 2018-04-26; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:7fdb4b3b-535d-46d2-9c6c-90b884f6a711,http://sernecportal.org/portal/collections/individual/index.php?occid=12430021
12430028,IND,,,PreservedSpecimen,9c0eb4e5-be05-4268-b115-0fe585176ea0,IND-0065173,3148,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Winona H. Welch,Price,3896,9/26/1927,1927,9,26,269,,Sept. 26 1927,Frequent,Rich wooded ravines,,,,,,,,,,,,,,,United States,Indiana,Monroe,,Near Griffy Creek and N. Pike. First ravine west of 1st Huckleberry Hill,,0,,39.196595,-86.515869,,100,,andervia (2018-04-19 13:16:07),,georef batch tool 2018-04-19; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:9c0eb4e5-be05-4268-b115-0fe585176ea0,http://sernecportal.org/portal/collections/individual/index.php?occid=12430028
12429929,IND,,,PreservedSpecimen,e2e0f01b-577f-4d99-9188-3bb46c5b7deb,IND-0065153,37373,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Charles C. Deam,,5973,5/21/1910,1910,5,21,141,,21-May-10,,Open wooded hillside,,,,,,,,,,,,,,,United States,Indiana,Brown,,About 1 mile from Nashville and the road to Weed Patch Hill,,0,,39.196933,-86.215945,,100,,rmitton (2018-04-16 13:08:15),,georef batch tool 2018-04-16; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:e2e0f01b-577f-4d99-9188-3bb46c5b7deb,http://sernecportal.org/portal/collections/individual/index.php?occid=12429929
6900855,ILLS,,,PreservedSpecimen,,ILLS00015432,188519,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Loy R. Phillippe & Kate Kramer,,27652,6/27/1996,1996,6,27,179,,27-Jun-96,Regional Forester's Sensitive Plant Species (RFSS).,"Along base of pastured slope with few scattered trees, tree just above spring. 10 inches DBH tree.",,,,,,,,,,,,,,,United States,Illinois,Greene,,"Dodson Spring, 3.2 mile (5.2 kilometer) west-northwest of Kane. UTM Zone 15, 4342460 mN, 723620 mE. Elevation 140 meters. Boyer Creek 7.5 minute topographic map.",Boyer Creek,0,,39.2026,-90.4103,,,"T. 9S, R. 12W, Sect. 27; 39.2026, -90.4103",,,,,,,,,,,,7,,preprocessed,12/9/2019 16:50,63929,234,urn:uuid:cd887061-6a51-4382-8630-ae8c60a48aa3,http://sernecportal.org/portal/collections/individual/index.php?occid=6900855
10677396,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:3554498,3554498,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,"Wilder, W.",,51,9/17/1989,1989,9,17,260,,9/17/1989,,,,,,,,,,,,,,,,,United States,Missouri,Howard,,Ca. 3 airmi N of Fayette on W side of county road running S from County Highway JJ end sparsely wooded pasture,,0,,39.20361,-92.66555,,,,,,,,,,,,,,,,,,10/30/2008 3:33,urn:catalog:MO:Tropicos:3554498,157,urn:uuid:74185506-9aa4-42a7-9bf0-a421183d720f,http://sernecportal.org/portal/collections/individual/index.php?occid=10677396
7092591,ILLS,,,PreservedSpecimen,,,260410,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Loy R. Phillippe & John E. Ebinger,,43327,5/23/2013,2013,5,23,143,,,Duplicate sent to TROY,"Growing in low area near stream. Growing with Carya tomentosa, Quercus alba, Q. velutina, Ulmus rubra, Carpinus caroliniana, Lonicera maackii, etc. Juglans cinerea about 25 feet tall and D.B.H. of about 8 inches.",,,,,,,,,,,,,,,United States,Illinois,Greene,,"About 3 mile northwest of Kane, Illinois. Growing near Dodson Spring along perennial stream leading into Macoupin Creek. Carlinville Section of the Western Forest-Prairie Natural Division. Coordinate Datum: WGS84/NAD83.",Boyer Creek,0,,39.20366,-90.411295,,,"T. 9N, R. 12W, NW1/4 NE1/4 SW1/4 Sect. 27; 39.20366, -90.411295",,,,,,,,,,,,,,,12/9/2019 16:50,255667,234,urn:uuid:ff73f644-4f24-48c8-a0ee-693b9ec45a55,http://sernecportal.org/portal/collections/individual/index.php?occid=7092591
12430098,IND,,,PreservedSpecimen,2ace036e-5990-4423-90ab-4b6b876740f7,IND-0065163,37318,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Charles C. Deam,,838,5/22/1906,,,,142,,May 22 1906,,wooded ravine,,,,,,,,,,,,,,,United States,Indiana,Johnson,,about 2 mi. southeast of Morgantown,,0,,39.360424,-86.234241,,650,,mcvincen (2018-07-24 07:20:58),,georef batch tool 2018-07-24; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:2ace036e-5990-4423-90ab-4b6b876740f7,http://sernecportal.org/portal/collections/individual/index.php?occid=12430098
4899000,EIU,,,PreservedSpecimen,0ff6d8c0-1b32-4b9c-8fbc-6dd7e3406fb6,,456,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,H.F. Thut,J.T. McGinnis & F. Pixley,s.n.,6/18/1956,1956,6,18,170,,,,,,,,,,,,,,,,,,,USA,Illinois,Coles,,Fox Ridge State Park.,,0,,39.4042,-88.152,,500,,,,,,,,,,,,,,,,12/9/2019 16:50,,133,urn:uuid:0ff6d8c0-1b32-4b9c-8fbc-6dd7e3406fb6,http://sernecportal.org/portal/collections/individual/index.php?occid=4899000
12430006,IND,,,PreservedSpecimen,6ac2bed2-d0fc-4598-a608-a60f9336ae6b,IND-0065176,37391,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Charles C. Deam,,7718,3/5/1911,1911,3,5,64,,5-Mar-11,,In woods,,,,,,,,,,,,,,,United States,Indiana,Morgan,,Agbout 2 miles south-west of Centerton,,0,,39.500174,-86.425944,,650,,mcvincen (2018-07-20 07:43:11),,georef batch tool 2018-07-20; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:6ac2bed2-d0fc-4598-a608-a60f9336ae6b,http://sernecportal.org/portal/collections/individual/index.php?occid=12430006
10621293,MO,,MOBOT,PreservedSpecimen,urn:catalog:MO:Tropicos:3521154,3521154,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Burnetta Hinterthuer,,789,8/20/1973,1973,8,20,232,,8/20/1973,,,,,,,,,,,,,,,1,,United States,Missouri,Pike,,"Salt River Basin. Barry Ill-Mo, off Highway 79 floodplain. soil much clay, iron. not common, only 2 in stand. 7 - 11 leaflets. hairy beneathAmerican elm, cottonwood, silver maple, sparce herbs",,0,,39.5119444,-91.2069444,,,,,,,,,146,,,,,,,,,10/24/2013 14:52,urn:catalog:MO:Tropicos:3521154,157,urn:uuid:b7f5ceee-68af-4b6b-9577-df2bec495ec7,http://sernecportal.org/portal/collections/individual/index.php?occid=10621293
14725442,NY,,,PreservedSpecimen,1994cbef-e198-4b39-b1f9-6421aefa162a,1486133,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,D. T. McDougal,,s.n.,1889-08-31,1889,8,31,24,24,31 Aug 1889,,,,,,,,,,,,,,,,sheet,United States of America,Indiana,Putnam Co.,,,,,,39.666261,-86.844998,,14542,,,GEOLocate Web Application,GEOLocate (Tulane University Museum of Natural History),,,,,,,,,,en,,2/26/2020 11:50,1994cbef-e198-4b39-b1f9-6421aefa162a,40,urn:uuid:b8ada4be-699b-4996-af34-26dc5fc8fc00,http://sernecportal.org/portal/collections/individual/index.php?occid=14725442
15044538,NY,,,PreservedSpecimen,9acaa659-9719-4cdd-836a-7cd8f74a9fd9,1486141,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,E. J. Grimes,,s.n.,1910-00-00,1910,0,0,,,Probably 1910-1912,,,,,,,,,,,,,,,,sheet,United States of America,Indiana,Putnam Co.,,,,,,39.666261,-86.844998,,14542,,,GEOLocate Web Application,GEOLocate (Tulane University Museum of Natural History),,,,,,,,,,en,,2/26/2020 11:53,9acaa659-9719-4cdd-836a-7cd8f74a9fd9,40,urn:uuid:02deb87f-620c-40ee-820f-200c19213164,http://sernecportal.org/portal/collections/individual/index.php?occid=15044538
12429888,IND,,,PreservedSpecimen,6ff12f5f-41f5-4e38-89f8-b984febf980a,IND-0065158,37316,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Charles C. Deam,,9070,7/8/1911,1911,7,8,189,,8-Jul-11,,In woods,,,,,,,,,,,,,,,United States,Indiana,Hancock,,Near New Palestine,,0,,39.723374,-85.889233,,1000,,mcvincen (2018-08-13 11:06:53),,georef batch tool 2018-08-13; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:6ff12f5f-41f5-4e38-89f8-b984febf980a,http://sernecportal.org/portal/collections/individual/index.php?occid=12429888
12023736,CM,,,PreservedSpecimen,5D27519A-33C9-4A56-A34A-26291ABAF8C3,CM034074,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,"Henry, L.K.","Beer, F.H.",s.n.,5/22/1951,1951,5,22,142,,22-May-51,,woods,,,,,,,,,,,,,,,United States,Pennsylvania,Greene,,1 mi N of Garrison,,0,,39.744021,-80.422576,WGS84,5241,",",David Newbury,,GEOLocate,,,,,,,,,,,,12/9/2019 16:50,CM034074,328,urn:uuid:beac24d2-71f7-4508-9513-2af5bca8b7d4,http://sernecportal.org/portal/collections/individual/index.php?occid=12023736
22797087,CM,,,PreservedSpecimen,3C736E32-60DF-49C2-92C6-0B427E4205FB,CM537702,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,J. Kunsman,,,,,,,"Gleason, W.",Kunsman; Goad,F18GLE11-A,5/9/2018,2018,5,9,129,,5/9/2018,,"Dry open shaly/siltstone roadbank strip with western exposure, mostly with sparse vegetation.",,,,,,,,fl,,0,,,,,United States,Pennsylvania,Bedford,,"Southampton Twp, ""Polish Mountain North"", ~1.2 mi SW of Elbinsville",,0,,39.745123,-78.496042,WGS84,50,"39.745123, -78.496042",CMintern (2020-02-19 09:33:29),,georef batch tool 2020-02-19; lat/long (DMS) from label,reviewed - high confidence,coordinates given by collector,439,,,,,~1440 ft,,,,8/29/2019 0:00,CM537702,328,urn:uuid:23173fe5-df1d-492a-87ae-59681497bcaa,http://sernecportal.org/portal/collections/individual/index.php?occid=22797087
12023737,CM,,,PreservedSpecimen,D78D02E6-F71D-4149-8093-A6B0BEB667E6,CM034075,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,"Henry, L.K.","Beer, F.H.",s.n.,9/12/1951,1951,9,12,255,,12-Sep-51,,,,,,,,,,,,,,,,,United States,Pennsylvania,Greene,,"1.5 mi NE of Mount Morris, along Duley Run",,0,,39.748507,-80.047851,WGS84,3504,",",David Newbury,,GEOLocate,,,,,,,,,,,,12/9/2019 16:50,CM034075,328,urn:uuid:4899a5df-04f6-49b6-93fa-0e88ec744fd6,http://sernecportal.org/portal/collections/individual/index.php?occid=12023737
12023728,CM,,,PreservedSpecimen,8051F51E-6599-411D-8E64-2AB4B4F4134D,CM034066,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,"Berkheimer, D.",,1217,7/11/1939,1939,7,11,192,,11-Jul-39,,wet woods,,,,,,,,,,,,,,,United States,Pennsylvania,Bedford,,4 mi SSW of Chaneysville,,0,,39.770129,-78.518071,WGS84,4931,",",David Newbury,,GEOLocate,,,287,,,,,940 ft,,,,12/9/2019 16:50,CM034066,328,urn:uuid:e3b6b6e8-0290-413a-8ba9-4e123250e156,http://sernecportal.org/portal/collections/individual/index.php?occid=12023728
12038081,CM,,,PreservedSpecimen,3FEF6BEB-66C7-471A-90E9-AD0D699F33E1,CM510863,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,R. Coxe 2004,,,,,,,"Coxe, R.",,s.n.,9/14/2004,2004,9,14,258,,,,In floodplain,,,,,,,,veg,,0,,,,,United States,Pennsylvania,Fulton,,Tonoloway Creek just upstream of the Covalt Road Bridge about 1.5 SSE of Covalt,,0,,39.79294,-78.143192,WGS84,90,",",David Newbury,,GEOLocate,,,,,,,,,,,,9/29/2005 0:00,CM510863,328,urn:uuid:eda03392-c1fd-41f4-ae44-52fd9815fb3b,http://sernecportal.org/portal/collections/individual/index.php?occid=12038081
12023704,CM,,,PreservedSpecimen,3A33C667-37C0-4DC4-9AF8-4D377F2FEE16,CM034042,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,"Berkheimer, D.",,21439,9/7/1962,1962,9,7,250,,7-Sep-62,,woodland border,,,,,,,,,,,,,,,United States,Pennsylvania,Bedford,,1.5 mi SE of Centerville,,0,,39.814154,-78.629721,WGS84,3504,",",David Newbury,,GEOLocate,,,338,,,,,1110 ft,,,,12/9/2019 16:50,CM034042,328,urn:uuid:f538a5d9-0da7-4aad-ad2c-787fc68b59d7,http://sernecportal.org/portal/collections/individual/index.php?occid=12023704
12023703,CM,,,PreservedSpecimen,F3F08B94-9618-481C-BCCE-FF5DDDE3DE83,CM034041,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,"Jennings, O.E.",,s.n.,6/15/1941,1941,6,15,166,,15-Jun-41,,,,,,,,,,,,,,,,,United States,Pennsylvania,Bedford,,"Gravel Pit Station, 5 mi NE of Hyndman",,0,,39.821925,-78.72617,WGS84,1583,",",pageshca (2020-03-23 14:49:43),,georef batch tool 2020-03-23,reviewed - high confidence,,,,,,,,,,,3/23/2020 17:49,CM034041,328,urn:uuid:ba86c324-58b4-44b1-b411-ac7565c80773,http://sernecportal.org/portal/collections/individual/index.php?occid=12023703
12023702,CM,,,PreservedSpecimen,EB69795B-403B-4DB2-9170-E9A32D136E79,CM034040,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,none,,s.n.,10/9/1904,1904,10,9,283,,9-Oct-04,,,,,,,,,,,,,,,,,United States,Pennsylvania,Bedford,,"Wills Mountain, Hyndman",,0,,39.831424,-78.711613,WGS84,1000,",",pageshca (2020-03-23 10:50:32),,georef batch tool 2020-03-23,reviewed - high confidence,,,,,,,,,,,3/23/2020 13:50,CM034040,328,urn:uuid:afb1b6ae-f5f8-4c74-8037-de88b769a67a,http://sernecportal.org/portal/collections/individual/index.php?occid=12023702
12429875,IND,,,PreservedSpecimen,6c9b0324-9d60-498c-96f8-1943732cb336,IND-0065160,37325,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Stella Deam,,10872,6/1/1912,1912,6,1,153,,June 1 1912,,Along creek,,,,,,,,,,,,,,,United States,Indiana,Hendricks,,Along Walnut creek about 1.25 mile south of North Salem,,0,,39.83987,-86.647225,,550,,mcvincen (2018-08-13 05:53:14),,georef batch tool 2018-08-13; GeoLocate,reviewed - high confidence,,,,,,,,,en,alamjohn,12/9/2019 16:50,,278,urn:uuid:6c9b0324-9d60-498c-96f8-1943732cb336,http://sernecportal.org/portal/collections/individual/index.php?occid=12429875
