"","Ind","Pop","Longitude","Latitude","B114_1","B114_2","B159__1","B159_2","WGA_1","WGA_2","A5_1","A5_2","B157_1","B157_2","B212_1","B212_2","B121_1","B121_2","B147_1","B147_2","B249_1","B249_2","B262_1","B262_2","B264_1","B264_2"
"1179","U1212","BV",-85.9091913,35.9119765,256,286,104,120,171,173,211,217,166,166,217,219,171,179,333,339,187,187,318,340,221,235
"1180","U1213","BV",-85.9092813,35.9118781,248,258,130,138,163,167,207,207,160,160,221,223,171,187,337,339,169,187,318,340,235,239
"1181","U1214","BV",-85.9092815,35.9118691,248,248,120,132,161,169,203,217,154,166,0,0,179,179,333,341,183,191,318,330,221,235
"1182","U1215","BV",-85.9091932,35.9118413,248,248,132,132,163,169,217,217,157,168,213,219,179,189,329,335,169,187,318,326,235,237
"1190","U1224","BV",-85.9092487,35.9099124,250,262,120,124,155,165,203,205,154,166,215,229,187,189,329,335,169,183,326,326,221,235
"1191","U1227","BV",-85.9081974,35.9068827,248,260,104,128,155,167,209,215,160,169,223,233,177,185,335,335,169,187,322,326,235,237
"1192","U1229","BV",-85.9106894,35.9061751,254,258,104,120,163,171,199,209,157,168,223,233,177,193,327,337,169,191,318,352,233,235
"1193","U1230","BV",-85.9105579,35.9060657,248,254,104,124,161,163,207,209,157,160,223,237,177,185,329,337,169,169,328,330,219,219
"1194","U1231","BV",-85.9105246,35.9060744,248,254,124,148,161,163,207,209,164,166,223,241,177,185,333,333,169,183,320,330,219,227
"1195","U1232","BV",-85.9105071,35.9057316,258,268,104,148,161,161,199,209,157,166,223,241,171,189,333,335,169,173,328,352,221,233
"1196","U1233","BV",-85.9116893,35.9027492,252,252,104,124,163,171,194,203,157,157,269,271,177,177,329,335,0,0,318,318,221,221
"1197","U1234","BV",-85.9118237,35.9026512,248,260,104,148,161,163,207,207,160,166,223,227,171,183,333,333,173,189,318,320,227,229
"1198","U1235","BV",-85.9119164,35.9015432,256,268,124,148,155,169,199,209,160,168,215,227,185,189,331,333,183,191,318,328,221,245
"1199","U1236","BV",-85.9117613,35.9015417,248,264,124,128,163,165,203,209,160,166,215,221,187,189,331,333,187,191,318,340,221,221
"1200","U1238","BV",-85.9117681,35.901046,248,274,104,124,165,169,203,211,157,166,215,257,185,189,331,337,187,191,318,326,221,221
"1201","U1239","BV",-85.9117226,35.9011267,254,276,124,134,163,165,203,207,157,166,221,231,179,185,331,333,169,183,318,326,221,235
"1202","U1240","BV",-85.9115241,35.9010618,258,268,124,128,163,163,203,211,157,166,237,257,185,189,331,333,191,191,318,326,237,237
"1204","U1242","BV",-85.9123502,35.8981843,248,248,130,138,163,165,205,207,160,166,227,233,177,177,333,337,169,191,326,352,237,239
"1205","U1243","BV",-85.912546,35.8984475,254,258,104,152,163,163,197,205,160,166,215,227,177,185,337,337,169,169,332,352,231,237
"1206","U1245","BV",-85.9125304,35.8979695,248,254,120,138,159,163,207,207,160,166,221,223,185,185,333,337,183,195,318,326,235,237
"1207","U1246","BV",-85.9126658,35.8977904,248,276,104,138,155,169,199,207,160,166,217,227,177,179,337,337,173,187,338,340,221,237
"1210","U1251","BV",-85.9133896,35.8967241,258,266,120,130,169,171,207,211,166,166,215,251,171,189,337,339,191,193,320,340,235,235
"1222","U1273","BV",-85.9082509,35.9070184,248,254,104,104,165,167,207,215,0,0,0,0,171,185,335,339,187,187,318,322,235,235
"1223","U1274","BV",-85.908273,35.9070276,248,256,104,128,159,173,199,211,166,168,215,217,169,171,333,335,183,187,322,340,235,235
"1226","U1294","BV",-85.9095517,35.9099422,250,278,122,124,155,169,207,211,154,168,231,233,189,189,329,331,183,187,318,318,223,235
"1235","U1307","BV",-85.9095887,35.9123768,250,260,128,130,161,171,0,0,159,166,219,241,177,189,339,339,191,191,318,346,225,235
"1239","U1314","BV",-85.9098456,35.9120726,258,270,104,128,159,169,203,211,162,166,237,239,189,189,333,339,183,187,318,334,0,0
"1240","U1315","BV",-85.9073083,35.9102915,248,260,104,128,155,163,211,211,166,166,215,265,171,177,327,335,191,193,318,330,227,235
"1243","U1319","BV",-85.9109067,35.9161933,274,280,104,109,161,167,211,217,166,166,213,235,177,185,333,333,169,193,334,340,227,235
"1244","U1320","BV",-85.9145966,35.9239801,262,272,104,124,155,165,199,205,157,157,221,253,171,189,339,341,183,187,326,328,223,235
"1246","U1324","BV",-85.9139101,35.8967379,248,254,132,132,155,163,203,211,154,166,215,223,171,193,327,333,173,187,320,338,221,221
"1250","U1331","BV",-85.9083575,35.9073259,250,254,130,132,155,163,199,209,166,168,0,0,185,189,339,339,187,189,318,346,221,235
"1251","U1333","BV",-85.9102457,35.9150964,248,248,104,124,155,167,203,211,166,166,0,0,179,185,335,339,169,183,316,326,221,221
"1253","U1340","BV",-85.911299,35.9182975,276,278,104,134,163,167,199,207,160,166,223,269,179,187,337,339,169,189,318,326,235,247
"1254","U1341","BV",-85.9113275,35.9198304,256,278,120,136,163,165,199,211,164,166,0,0,189,189,333,335,189,191,326,340,235,235
"1256","U1344","BV",-85.9105139,35.9060472,262,276,126,130,167,171,209,213,160,166,0,0,171,183,327,337,169,183,316,318,221,235
"1257","U1345","BV",-85.9111869,35.9175843,256,268,104,124,165,167,199,199,160,169,217,239,171,189,331,335,187,191,326,340,221,235
"1258","U1346","BV",-85.9086911,35.9128915,248,256,104,148,155,169,199,207,157,164,223,265,171,187,333,335,183,183,318,326,221,223
"1259","U1347","BV",-85.9085801,35.9080672,248,272,120,124,165,173,207,215,160,160,223,233,171,185,335,339,169,191,322,344,233,241
"1260","U1348","BV",-85.9095901,35.9121334,248,260,138,138,169,185,199,199,166,168,213,241,177,189,333,339,173,187,318,346,225,237
"1261","U1349","BV",-85.9134841,35.8962922,248,276,130,132,155,163,207,211,164,166,215,251,181,185,331,333,183,183,320,344,229,235
"1265","U1354","BV",-85.9121926,35.9015998,248,264,124,138,163,169,199,209,157,167,221,237,187,189,331,333,191,191,330,340,221,245
"1278","U1375","BV",-85.9085809,35.9128455,248,254,104,136,161,165,207,211,160,166,221,233,177,187,339,343,169,183,328,334,223,235
"1280","U1383","BV",-85.9104901,35.906624,248,270,124,136,167,171,199,211,166,169,215,231,177,191,0,0,183,183,326,330,221,235
"1281","U1385","BV",-85.9103495,35.9065236,248,276,104,128,155,157,203,207,160,169,213,225,181,183,327,333,183,191,318,318,227,243
"1282","U1386","BV",-85.9104599,35.9064975,274,276,130,130,167,173,203,213,160,160,227,243,171,171,331,337,183,187,316,330,221,221
"1296","U1413","BV",-85.9116448,35.9181384,248,260,124,132,0,0,209,211,164,168,219,227,177,179,333,339,169,183,318,344,227,235
"1298","U1417","BV",-85.9105297,35.9066244,258,276,124,130,163,167,207,213,166,168,0,0,171,189,333,337,169,183,318,340,235,239
"1301","U1852","BVT",-73.002411,44.4474793,248,280,128,130,161,163,197,209,157,164,213,215,171,179,329,333,183,183,318,320,221,237
"1302","U1853","BVT",-73.0022716,44.4475128,248,280,124,130,159,161,201,211,157,166,239,269,171,185,331,333,169,183,318,334,221,221
"1303","U1854","BVT",-73.0017818,44.446766,248,248,130,136,161,171,209,215,160,166,221,233,181,193,333,343,183,183,318,336,221,237
"1304","U1855","BVT",-73.0018495,44.4462541,254,264,124,128,155,177,207,211,166,168,215,229,171,177,333,333,183,187,318,320,237,237
"1307","U1858","BVT",-73.0022897,44.4458747,248,276,128,130,155,163,203,207,166,166,231,231,171,179,327,333,187,191,320,320,237,237
"1308","U1859","BVT",-73.0022018,44.4451349,264,280,122,128,171,171,207,209,164,166,211,227,171,185,333,339,169,173,318,352,217,221
"1309","U1860","BVT",-73.002226,44.4451623,248,288,104,115,167,173,209,209,164,169,229,239,171,185,329,339,173,189,328,340,221,221
"1310","U1861","BVT",-73.0016682,44.4449365,248,248,128,136,155,173,207,211,164,166,221,229,181,185,331,339,173,193,326,340,221,221
"1311","U1862","BVT",-73.001546,44.4448353,248,256,124,130,163,171,207,211,157,164,227,243,177,193,339,339,169,183,318,338,221,227
"1312","U1863","BVT",-73.0015543,44.4449615,250,278,130,136,163,175,211,211,157,166,217,227,177,193,337,339,169,187,318,318,221,221
"1313","U1865","BVT",-73.0009212,44.4439961,248,256,122,134,165,177,203,207,160,166,223,239,171,177,333,341,183,187,318,352,221,237
"1317","U1871","BVT",-73.0002999,44.4437872,256,278,120,128,161,167,205,209,157,168,229,245,177,177,333,333,169,183,326,330,221,221
"1318","U1873","BVT",-72.9967423,44.444193,256,278,104,120,155,155,203,207,164,164,213,219,179,187,333,339,169,183,338,340,223,229
"1320","U1875","BVT",-73.0002146,44.4429755,278,282,128,130,163,167,207,207,157,160,213,213,177,183,331,335,169,191,336,352,221,221
"1321","U1876","BVT",-73.0002146,44.4429755,248,282,104,130,167,177,203,207,160,166,213,233,183,189,333,341,191,193,318,338,233,235
"1322","U2448","BVTGMVT2",-72.8069622,43.940537,248,260,104,120,159,163,203,207,160,160,217,227,177,189,327,337,185,187,316,342,221,221
"1323","U2449","BVTGMVT2",-72.8069528,43.8996292,248,256,124,128,157,165,203,203,164,166,233,241,177,179,327,333,187,187,318,338,237,237
"1324","U2450","BVTGMVT2",-72.8454391,43.8823562,252,282,124,128,173,173,197,207,162,166,221,235,185,193,339,339,183,185,318,356,235,235
"1325","U2451","BVTGMVT2",-72.828039,43.8809338,248,254,122,124,165,167,199,205,157,166,213,235,177,181,0,0,169,183,0,0,221,237
"1327","U2453","BVTGMVT2",-72.813657,43.8820192,248,278,104,124,175,177,205,207,166,166,213,237,177,185,333,333,187,191,334,336,227,235
"1328","U2454","BVTGMVT2",-72.8135605,43.8206515,248,264,128,130,175,175,207,207,164,166,223,223,171,177,339,343,169,183,318,320,239,243
"1329","U2455","BVTGMVT2",-72.8139161,43.8247769,248,258,128,158,159,175,207,211,166,166,229,255,179,179,333,333,179,183,334,340,235,235
"1330","U2456","BVTGMVT2",-72.8129742,43.8244516,258,282,104,124,155,173,203,207,164,166,215,217,171,179,335,339,187,191,318,326,0,0
"1331","U2457","BVTGMVT2",-72.8121271,43.8336239,248,276,104,134,165,173,207,211,157,164,227,241,179,187,335,337,185,187,340,340,221,221
"1332","U2458","BVTGMVT2",-72.8125369,43.8335251,248,276,130,134,173,173,207,211,164,168,215,241,187,189,333,339,187,187,320,330,221,235
"1333","U2459","BVTGMVT2",-72.8161818,43.8422417,258,272,124,128,155,175,209,219,164,166,215,217,177,183,333,341,183,193,318,348,235,237
"1334","U2460","BVTGMVT2",-72.8161979,43.8420234,248,258,128,136,161,171,201,205,157,166,215,229,179,185,333,343,169,169,318,340,235,235
"1335","U2461","BVTGMVT2",-72.8181438,43.8419199,252,272,104,124,151,171,207,211,166,169,225,229,177,179,333,337,169,189,316,346,227,227
"1336","U1826","BVTGMVT2",-72.6023607,44.1655523,248,254,122,124,161,177,211,211,160,164,221,255,177,185,331,339,169,183,334,334,221,235
"1337","U1827","BVTGMVT2",-72.6015702,44.1659228,248,262,104,128,155,177,205,213,160,164,213,229,171,171,339,339,169,191,316,334,221,235
"1338","U1828","BVTGMVT2",-72.6014923,44.1659932,248,290,130,130,159,169,205,207,166,166,233,243,171,187,333,339,181,183,318,340,221,227
"1339","U1829","BVTGMVT2",-72.6023411,44.1663441,248,254,104,136,163,163,211,217,160,168,215,217,171,181,333,335,169,179,318,338,235,237
"1341","U1831","BVTGMVT2",-72.6030948,44.1659548,254,268,124,128,161,163,209,213,164,169,219,243,177,187,333,339,169,191,316,326,235,237
"1342","U1832","BVTGMVT2",-72.6031231,44.1658744,248,248,122,128,163,167,205,211,160,166,233,241,171,181,333,335,179,187,320,338,221,237
"1343","U1833","BVTGMVT2",-72.6032355,44.1658768,248,254,124,142,165,175,211,211,166,166,233,233,171,171,331,333,169,183,332,334,221,221
"1344","U1834","BVTGMVT2",-72.6033675,44.1660146,252,254,104,124,159,163,199,207,164,169,219,233,171,177,339,343,183,187,316,330,0,0
"1345","U1835","BVTGMVT2",-72.6032282,44.1660567,248,260,122,130,161,163,211,211,157,164,217,233,171,187,333,339,169,187,334,338,221,237
"1346","U1836","BVTGMVT2",-72.6029743,44.1661504,248,264,122,132,159,163,211,217,157,160,217,231,169,185,335,339,167,185,0,0,219,235
"1347","U1837","BVTGMVT2",-72.6030114,44.1661601,248,254,104,122,155,163,211,219,160,166,217,261,187,191,335,339,187,187,338,344,221,227
"1348","U1838","BVTGMVT2",-72.6031983,44.1664882,254,254,120,124,155,163,199,207,166,169,217,243,177,181,333,343,187,187,316,336,227,235
"1349","U1839","BVTGMVT2",-72.6036073,44.1662717,264,290,124,128,161,163,203,213,160,169,215,243,171,177,333,343,183,191,318,336,221,221
"1350","U1840","BVTGMVT2",-72.6036448,44.1662725,248,264,124,130,163,167,213,219,160,169,0,0,177,181,333,339,187,191,316,320,221,221
"1351","U1842","BVTGMVT2",-72.6036422,44.1663354,254,276,124,128,161,163,207,213,164,166,233,235,177,183,335,343,189,191,336,342,235,235
"1352","U1844","BVTGMVT2",-72.6037066,44.1665979,256,264,124,128,161,165,199,209,0,0,0,0,179,181,333,343,181,191,318,336,235,237
"1353","U1845","BVTGMVT2",-72.6038605,44.166196,254,274,104,124,161,163,199,205,166,169,219,243,177,193,339,343,169,187,318,336,227,235
"1354","U1846","BVTGMVT2",-72.6038487,44.1661777,254,290,124,128,161,163,213,219,160,169,217,233,171,177,333,343,183,187,316,328,221,235
"1355","U1762","CNF",-88.63258,45.47117,264,282,122,132,159,161,211,211,157,164,211,217,177,185,339,341,169,183,338,340,221,237
"1356","U1763","CNF",-88.63,45.47082,252,272,130,132,161,163,207,211,164,166,215,225,185,187,333,339,169,187,330,338,241,241
"1358","U1766","CNF",-88.62974,45.47028,264,284,130,136,159,163,207,211,157,164,215,225,177,185,333,343,169,187,330,340,0,0
"1359","U1767","CNF",-88.62962,45.47071,264,276,128,136,159,169,207,211,164,166,215,217,185,189,335,339,169,183,320,338,227,227
"1360","U1770","CNF",-88.62861,45.47131,270,276,104,130,163,165,211,211,164,166,215,233,171,187,333,339,169,191,318,338,227,235
"1362","U1772","CNF",-88.62765,45.47136,270,270,122,130,155,163,211,211,157,166,205,249,177,177,327,333,189,191,318,338,227,237
"1363","U1773","CNF",-88.62731,45.47134,282,284,104,122,159,163,199,211,164,166,215,229,171,177,327,333,169,189,326,338,0,0
"1367","U1777","CNF",-88.62579,45.47129,270,284,122,130,155,163,199,219,166,168,229,247,177,187,333,333,169,189,338,338,235,235
"1368","U1778","CNF",-88.62554,45.47151,248,270,130,132,155,171,207,211,157,166,233,249,171,189,329,333,189,189,318,340,221,237
"1369","U1779","CNF",-88.625,45.47158,252,274,122,128,165,171,199,211,157,166,229,233,171,185,333,337,169,191,318,338,235,235
"1370","U1780","CNF",-88.62416,45.4713,270,284,130,132,159,171,207,219,157,164,235,253,171,177,341,343,187,191,330,338,229,235
"1371","U1781","CNF",-88.62478,45.47198,270,284,130,130,159,163,211,219,164,166,221,235,177,177,333,339,187,189,318,340,235,235
"1376","U1786","CNF",-88.62419,45.47246,252,270,128,136,167,175,207,211,160,164,221,233,171,177,337,339,189,191,338,344,227,227
"1379","U1789","CNF",-88.62406,45.4733,272,284,130,132,157,167,207,211,160,164,205,215,177,189,333,337,181,189,318,328,227,229
"1380","U1790","CNF",-88.62271,45.4729,272,284,132,136,155,175,207,219,164,168,225,229,171,177,339,343,187,187,326,338,221,227
"1382","U2467","FKN",-79.4602605,38.5764765,270,276,122,128,155,163,207,219,166,166,221,259,189,189,331,333,185,189,316,316,221,249
"1383","U2468","FKN",-79.4624281,38.5765747,254,260,132,134,163,165,199,205,166,166,221,253,171,177,341,341,189,191,316,318,221,227
"1384","U2469","FKN",-79.4625628,38.5762064,248,262,122,128,163,163,207,219,160,166,221,221,169,183,333,339,189,199,316,318,221,237
"1385","U2470","FKN",-79.4624918,38.5761454,248,260,104,128,163,163,203,217,157,160,221,237,171,177,333,339,193,199,328,338,235,237
"1387","U2472","FKN",-79.4620532,38.5761385,248,260,104,126,163,165,199,219,162,166,0,0,189,193,335,339,183,191,316,318,221,221
"1388","U2473","FKN",-79.461826,38.5761778,248,260,104,104,155,171,209,219,166,168,215,219,183,193,339,339,183,189,318,348,221,235
"1389","U2475","FKN",-79.4610883,38.575908,260,276,104,122,155,163,211,211,160,166,221,263,179,193,339,341,169,183,316,348,221,235
"1391","U2477","FKN",-79.4611285,38.5748601,248,256,122,128,167,167,205,207,159,166,219,259,185,189,327,339,169,187,334,344,235,237
"1392","U2478","FKN",-79.4617977,38.5748697,256,282,132,134,161,167,211,211,156,160,227,259,177,187,333,339,181,187,320,336,239,239
"1395","U2482","FKN",-79.4589744,38.5743543,248,258,120,128,169,179,199,209,157,164,213,215,177,187,337,339,169,187,336,346,233,235
"1396","U2483","FKN",-79.4589974,38.5743079,248,254,104,128,163,163,209,211,157,157,221,231,185,189,333,337,187,187,318,334,221,235
"1397","U2484","FKN",-79.4587855,38.5741,248,248,122,132,163,163,207,209,160,166,215,225,177,187,331,333,169,187,326,346,233,235
"1398","U2485","FKN",-79.4593719,38.5740383,248,272,128,132,161,169,207,209,157,166,215,231,179,187,337,339,173,187,316,346,235,235
"1399","U2487","FKN",-79.4594236,38.5737644,248,254,126,132,165,169,207,207,157,157,217,217,185,187,0,0,183,187,318,338,235,235
"1400","U2490","FKN",-79.4602436,38.5701523,248,248,128,128,163,173,207,211,160,166,219,251,189,193,333,341,169,189,326,342,221,239
"1401","U2491","FKN",-79.460186,38.5978885,276,290,124,128,163,163,199,207,166,166,215,223,179,189,327,337,169,183,322,344,223,239
"1402","U2493","FKN",-79.1765562,38.5978619,248,256,104,128,161,165,207,209,160,166,243,261,0,0,0,0,169,191,318,320,235,235
"1403","U2495","FKN",-79.1754316,38.5978691,256,264,104,128,165,169,205,207,157,166,227,231,177,191,337,341,169,191,334,340,235,239
"1404","U2496","FKN",-79.1753164,38.5978504,248,256,104,134,155,159,207,207,166,168,221,247,179,189,337,339,169,189,316,318,223,229
"1405","U2497","FKN",-79.1753166,38.5978495,254,280,104,128,161,165,203,207,166,166,213,235,177,179,337,339,187,187,318,340,221,239
"1406","U2498","FKN",-79.1752712,38.5979021,256,260,124,128,155,165,205,207,157,166,235,235,179,191,335,339,169,177,318,348,235,239
"1407","U2499","FKN",-79.1752138,38.59731,254,260,120,134,155,165,197,205,157,166,227,239,177,193,333,337,173,187,338,340,237,239
"1408","U2502","FKN",-79.1746729,38.59762,248,260,104,104,155,173,207,209,160,166,221,227,183,189,333,333,169,191,316,338,221,221
"1409","U2503","FKN",-79.1759277,38.5978246,248,254,104,128,155,165,205,207,166,166,223,235,177,189,333,337,187,191,325,344,221,221
"1410","U2202","GMVT1",-72.5507688,42.9886203,272,284,104,120,159,165,207,211,164,166,215,233,177,179,333,335,169,169,318,318,223,223
"1411","U2203","GMVT1",-72.5505254,42.9882639,270,282,104,104,155,165,197,199,166,166,233,235,181,187,339,339,183,191,318,332,221,235
"1412","U2205","GMVT1",-72.5522441,42.9885348,260,274,128,130,159,163,199,203,164,166,219,233,177,177,341,343,169,183,318,338,221,221
"1413","U2206","GMVT1",-72.5522441,42.9885348,248,252,124,128,171,173,203,207,166,166,213,231,179,185,0,0,169,181,320,332,229,235
"1414","U2207","GMVT1",-72.551426,42.986275,256,280,120,124,161,163,195,211,164,166,233,271,181,187,333,341,169,191,326,330,221,221
"1415","U2212","GMVT1",-72.551426,42.986275,248,280,128,128,157,163,205,219,166,166,213,221,0,0,333,335,0,0,316,348,221,235
"1418","U2215","GMVT1",-72.5502136,42.9806754,258,268,130,130,161,163,203,203,166,166,217,221,171,177,333,335,169,189,318,340,227,227
"1419","U2216","GMVT1",-72.5502136,42.9806754,256,280,122,136,165,165,199,211,164,166,243,269,179,181,333,339,169,183,344,346,0,0
"1421","U2217","GMVT1",-72.5530933,42.986608,248,260,120,128,155,169,207,209,157,166,215,243,169,179,331,339,183,183,318,344,223,231
"1423","U2221","GMVT1",-72.549945,42.9914481,276,280,124,128,167,171,195,207,164,166,225,251,171,181,331,341,169,183,320,332,229,235
"1424","U2222","GMVT1",-72.5494648,42.9924193,276,276,104,122,163,165,195,207,164,166,203,251,171,181,339,341,169,183,318,332,227,227
"1427","U2225","GMVT1",-72.5489422,42.9926062,0,0,128,136,155,163,207,219,166,166,203,215,187,187,333,341,183,187,318,326,235,235
"1431","U1120","MC",-86.1056974,37.1737347,252,258,104,104,0,0,205,207,157,160,217,221,179,181,333,339,169,183,318,326,221,245
"1432","U1122","MC",-86.0372434,37.2678156,248,272,104,132,167,179,0,0,160,166,215,233,185,193,327,339,169,183,334,350,235,235
"1433","U1125","MC",-86.0411209,37.2413017,260,264,124,134,163,165,205,205,157,160,215,225,177,185,333,335,183,193,326,334,223,223
"1434","U1126","MC",-86.2263948,37.2245212,248,274,128,130,161,173,199,207,164,166,211,237,171,177,327,335,169,183,318,334,227,235
"1435","U1127","MC",-86.1222191,37.1778874,254,254,130,136,163,167,207,209,160,166,213,231,171,171,333,335,169,187,318,352,221,227
"1436","U1128","MC",-86.0717042,37.1293233,260,264,104,104,171,181,199,207,160,164,215,231,187,187,333,337,169,169,326,330,239,239
"1437","U1129","MC",-86.0720206,37.1292266,264,280,104,132,163,171,207,211,157,166,217,231,175,187,333,337,189,191,330,356,221,227
"1438","U1130","MC",-86.0723198,37.1296165,264,280,104,132,161,171,207,207,157,171,227,251,187,191,327,337,169,189,318,318,235,239
"1439","U1131","MC",-86.0728085,37.1292418,248,248,124,128,167,171,207,215,160,166,0,0,183,187,333,335,169,183,338,340,239,239
"1440","U1135","MC",-86.0786263,37.1303688,248,248,128,130,159,171,207,211,166,171,221,235,171,185,333,333,169,193,326,340,231,237
"1444","U1140","MC",-86.1206463,37.1794622,254,282,122,128,163,167,199,211,160,164,229,243,171,185,333,339,187,187,326,326,221,235
"1445","U1142","MC",-86.048968,37.2116647,248,256,120,120,163,163,199,209,166,166,215,227,171,189,327,333,183,187,326,344,221,235
"1446","U1144","MC",-86.029433,37.2533389,256,268,104,134,159,167,203,203,157,162,215,235,171,183,327,333,189,191,344,356,223,235
"1447","U1145","MC",-86.0285205,37.252394,248,268,124,130,155,171,203,209,157,160,223,265,177,185,327,327,183,189,316,330,221,221
"1448","U1146","MC",-86.0933922,37.2268768,248,262,122,130,163,167,199,207,157,166,0,0,171,187,327,335,187,191,318,326,241,241
"1449","U1147","MC",-86.1328823,37.1516814,248,254,104,122,155,163,211,215,160,168,219,229,177,199,331,333,183,183,340,346,221,235
"1450","U1148","MC",-86.2281029,37.1995909,268,276,115,128,163,171,207,207,160,168,219,227,183,187,333,333,169,187,330,340,235,235
"1451","U1150","MC",-86.2163978,37.2233107,252,274,124,134,163,167,0,0,166,168,217,271,171,185,329,333,169,183,320,326,235,241
"1452","U1151","MC",-86.0791263,37.1866192,266,282,106,120,163,167,207,217,160,160,0,0,171,171,339,341,187,193,316,342,221,235
"1453","U1153","MC",-86.0776411,37.1873829,248,278,122,128,163,165,205,211,160,166,205,217,187,187,333,339,169,183,318,340,235,237
"1454","U1154","MC",-86.0731573,37.1873659,248,254,132,148,159,171,0,0,166,168,215,219,177,189,327,327,169,183,338,350,223,229
"1455","U1155","MC",-86.0570732,37.2495151,254,264,132,138,163,169,199,217,168,168,215,219,169,189,329,339,187,191,318,346,233,235
"1457","U1157","MC",-86.0977779,37.1936854,248,276,124,132,155,165,203,203,160,166,0,0,171,187,333,339,169,191,316,330,235,237
"1458","U1159","MC",-86.098068,37.1939219,248,276,124,132,155,165,199,203,160,164,221,233,177,185,333,339,191,193,318,330,221,235
"1459","U1160","MC",-86.0981776,37.1941842,272,276,104,128,165,165,203,217,164,166,217,255,187,187,333,341,187,193,318,330,221,227
"1460","U1161","MC",-86.0970362,37.1764903,272,288,104,136,163,165,205,207,160,166,215,235,185,185,333,339,191,191,318,318,221,237
"1461","U1163","MC",-86.1486246,37.2089526,248,254,124,128,155,155,197,207,157,162,219,263,171,171,327,335,191,191,318,326,229,237
"1462","U1165","MC",-86.1113532,37.1813309,252,272,122,136,155,171,211,217,160,166,213,225,179,185,333,333,183,187,318,326,221,221
"1463","U1168","MC",-86.112986,37.2276111,252,274,104,124,159,171,205,207,157,166,215,215,171,183,327,339,169,187,318,326,237,237
"1464","U1169","MC",-86.2422524,37.2168357,256,286,104,130,163,167,205,215,160,166,211,229,183,193,327,331,187,191,320,334,221,235
"1465","U1170","MC",-86.1310193,37.153101,254,256,130,136,163,171,211,215,160,168,213,229,177,199,331,341,187,189,326,354,221,237
"1466","U1171","MC",-86.1775313,37.2089225,256,268,120,128,157,163,207,209,166,168,215,225,183,189,333,339,169,181,332,338,221,243
"1467","U1172","MC",-86.1563135,37.2147494,256,276,104,120,165,167,207,207,160,166,215,261,187,187,327,333,169,169,318,328,223,235
"1468","U1173","MC",-86.1575425,37.2157136,248,254,124,126,163,165,201,205,166,166,205,261,177,187,333,333,169,187,318,326,221,235
"1469","U1174","MC",-86.1585688,37.2156488,0,0,115,120,0,0,199,209,166,166,229,235,171,185,339,343,169,181,318,334,227,235
"1470","U1175","MC",-86.1601762,37.2150203,248,264,104,124,163,171,203,217,168,168,0,0,187,193,335,339,169,193,318,334,221,221
"1471","U1176","MC",-86.1611475,37.2148378,256,264,104,124,171,171,197,209,166,166,0,0,185,185,327,337,169,191,318,330,227,241
"1473","U1178","MC",-86.1635759,37.2153868,256,274,124,128,159,165,199,211,157,166,215,223,171,171,337,337,169,169,320,346,221,221
"1474","U1179","MC",-86.1641934,37.2155985,272,278,124,124,159,163,205,207,166,166,215,249,171,187,333,337,0,0,318,318,0,0
"1475","U1180","MC",-86.1643624,37.2156087,248,262,104,130,165,177,205,209,164,166,0,0,171,171,333,341,169,187,336,336,235,235
"1476","U1181","MC",-86.1557768,37.2163861,252,256,124,124,169,179,205,207,160,166,215,221,171,183,333,337,181,181,316,318,235,237
"1477","U1182","MC",-86.1533864,37.2174868,248,254,104,130,163,171,201,209,160,166,217,225,171,179,327,341,189,191,318,336,235,237
"1478","U1184","MC",-86.1538909,37.2177247,270,276,120,124,165,173,207,207,160,160,225,229,185,189,333,337,191,191,320,346,223,239
"1479","U1185","MC",-86.1535158,37.2180105,248,252,104,128,155,161,205,209,166,166,225,251,177,177,327,341,189,189,318,342,223,235
"1480","U1186","MC",-86.1900804,37.2178516,248,266,124,130,163,167,207,207,157,164,225,229,171,179,331,333,169,189,318,320,235,237
"1481","U1187","MC",-86.1893734,37.2186129,248,248,130,136,167,171,203,203,160,166,221,253,189,189,327,337,183,187,316,328,221,233
"1482","U1188","MC",-86.1858705,37.2215364,256,276,122,124,171,175,207,219,160,166,233,237,171,187,333,339,169,173,320,344,227,241
"1483","U1189","MC",-86.1862826,37.2230445,254,258,128,130,163,171,197,207,160,166,229,245,187,191,333,335,177,181,318,318,225,229
"1484","U1190","MC",-86.0386134,37.2132576,260,288,122,128,165,169,211,211,157,166,215,225,171,179,327,327,187,193,334,338,235,237
"1486","U1192","MC",-86.0385986,37.2144203,268,288,104,130,161,169,211,211,157,160,215,231,179,183,339,343,169,187,334,346,235,235
"1487","U1193","MC",-86.0716718,37.1292149,260,264,124,128,155,171,199,207,160,160,227,229,185,187,333,339,169,189,318,330,221,239
"1488","U1194","MC",-86.0796041,37.1862354,262,282,104,104,157,159,207,207,164,166,205,217,171,177,327,339,169,183,318,320,235,235
"1490","U1196","MC",-86.0573954,37.1502217,248,248,124,134,155,163,194,205,164,166,209,215,187,189,337,337,183,187,342,358,235,235
"1491","U1197","MC",-86.1076134,37.1937509,258,274,104,120,161,169,203,207,164,166,217,227,183,187,339,341,169,181,318,340,235,235
"1492","U1003","OZ12",-90.9915479,36.9497268,248,282,124,130,155,165,207,211,166,166,205,215,171,185,337,339,187,191,330,340,221,221
