"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"1942","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Bland",NA,37.06,-81.08,1977-03-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",1977-03-01,NA,NA,NA,0,0,NA,1,"plot"
"1943","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Houston",NA,43.67,-91.73,1990-03-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",1990-03-01,NA,NA,NA,0,0,NA,1,"plot"
"1944","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Bollinger",NA,37.22,-90.15,1987-08-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"10",1987-08-01,NA,NA,NA,0,0,NA,1,"plot"
"1945","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Grayson",NA,36.67,-81.17,1985-10-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1985-10-01,NA,NA,NA,0,0,NA,1,"plot"
"1946","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Maine","Somerset",NA,44.77651,-69.67994,2009-06-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",2009-06-26,NA,NA,NA,0,0,NA,1,"plot"
"1947","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Georgia","Union","Chattahoochee National Forest - Sosebee Cove #2",34.8,-83.9,2000-07-20,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,2000-07-20,"Milo Pyne",2000-07-20,NA,0,0,NA,1,"plot"
"1948","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Sauk",NA,43.528926,-90.096969,2000-12-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"13",2000-12-01,NA,NA,NA,0,0,NA,1,"plot"
"1949","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Marathon",NA,44.784384,-89.820179,2001-08-02,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"7",2001-08-02,NA,NA,NA,0,0,NA,1,"plot"
"1950","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Marathon",NA,45.005102,-89.625333,2005-08-25,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",2005-08-25,NA,NA,NA,0,0,NA,1,"plot"
"1951","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Connecticut","Hartford","",41.9425,-72.7411,1932-05-21,"GBIF","YPM","YPM","YPM","CBS",2480,"1038973715","J. F. Smith",NA,1932-05-21,NA,NA,NA,0,0,NA,1,"specimen"
"1952","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Transylvania","Gorges SP - Panther Gap",35.075304157,-82.940622035,2000-07-10,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,2000-07-10,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"1953","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Warren",NA,38.823857,-78.24298,2008-03-20,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"7",2008-03-20,NA,NA,NA,0,0,NA,1,"plot"
"1954","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Rusk",NA,45.322356,-90.927181,2008-12-22,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2008-12-22,NA,NA,NA,0,0,NA,1,"plot"
"1955","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Dunn",NA,44.866237,-92.068462,2005-05-25,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2005-05-25,NA,NA,NA,0,0,NA,1,"plot"
"1956","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","N","Native to region, as per checklist","vascan",0,"N","N",NA,"Canada","New Brunswick","Sunbury","Oromocto; habitat: along bank of river",45.847602,-66.470851,1945-06-06,"ACAD","ACAD","ACAD","ACAD","ACAD",NA,"18224","Gorham, E; Dore, WG",NA,1945-06-06,NA,NA,NA,0,0,NA,1,"specimen"
"1957","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Trempealeau",NA,44.112498,-91.240438,2008-12-05,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2008-12-05,NA,NA,NA,0,0,NA,1,"plot"
"1958","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Rusk",NA,45.619068,-91.269086,2002-03-21,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",2002-03-21,NA,NA,NA,0,0,NA,1,"plot"
"1959","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","West Virginia","Monroe",NA,37.671243,-80.584439,2011-10-04,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",2011-10-04,NA,NA,NA,0,0,NA,1,"plot"
"1960","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Vernon",NA,43.557134,-90.483186,2005-07-14,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2005-07-14,NA,NA,NA,0,0,NA,1,"plot"
"1961","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Trempealeau",NA,44.112498,-91.240438,2004-03-02,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2004-03-02,NA,NA,NA,0,0,NA,1,"plot"
"1962","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Georgia",NA,"Floodplain of Conasauga Rivcer; CHAT -- Alaculsy #1",34.750717201,-84.050637778,1999-09-08,"VegBank","Chattahoochee National Forest",NA,NA,NA,92,NA,NA,NA,1999-09-08,"M. Pyne",1999-09-08,NA,0,0,NA,1,"plot"
"1963","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Kanabec",NA,46.02,-93.32,1990-08-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1990-08-01,NA,NA,NA,0,0,NA,1,"plot"
"1964","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Shawano",NA,44.796683,-88.791602,2003-03-27,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2003-03-27,NA,NA,NA,0,0,NA,1,"plot"
"1965","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","South Carolina","Pickens","Wadakoe Mountain; Glade/Woodland top",34.97975346,-82.84412827,2002-05-10,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,2002-05-10,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"1966","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Illinois","Lawrence",NA,38.740534,-87.777936,2005-07-16,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"11",2005-07-16,NA,NA,NA,0,0,NA,1,"plot"
"1967","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","West Virginia","Mercer",NA,37.5828,-81.12942,1999-06-16,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",1999-06-16,NA,NA,NA,0,0,NA,1,"plot"
"1968","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Camden",NA,38.03,-92.76,1988-06-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1988-06-01,NA,NA,NA,0,0,NA,1,"plot"
"1969","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","N","Native to region, as per checklist","vascan",0,"N","N",NA,"Canada","Ontario","Elgin","Aldborough Tp., Eagle",42.566667,-81.566667,NA,"GBIF","E","E","E","E",3550,"575024193",NA,NA,NA,NA,NA,NA,0,0,NA,1,"specimen"
"1970","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Michigan","Van Buren",NA,42.181163,-85.869111,2007-05-08,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2007-05-08,NA,NA,NA,0,0,NA,1,"plot"
"1971","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P",NA,NA,"United States",NA,NA,"Mianus River Gorge, Westchester County, New York and Fairfield County, Connecticut.",41.1774,-73.6175,1957-10-02,"NY","NY","NY","NY","Herbarium",104,"67026","W. L. Stern","653",1957-10-02,NA,NA,NA,0,0,NA,1,"specimen"
"1972","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Marathon",NA,44.784384,-89.820179,2010-12-21,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2010-12-21,NA,NA,NA,0,0,NA,1,"plot"
"1973","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Connecticut","Fairfield","Shelton",41.2964,-73.1464,1909-10-20,"GBIF","YPM","YPM","YPM","CBS",2480,"1038980366","Hugh S. Clark",NA,1909-10-20,NA,NA,NA,0,0,NA,1,"specimen"
"1974","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Yancey","Pisgah NF - South Toe River",35.829113035,-82.185104985,1984-06-06,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1984-06-06,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"1975","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Polk","Tryon Mountain",35.3,-82.2,1998-07-05,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1998-07-05,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"1976","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Mille Lacs",NA,45.83,-93.57,1990-09-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",1990-09-01,NA,NA,NA,0,0,NA,1,"plot"
"1977","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","West Virginia","Mercer",NA,37.585579,-81.138645,2005-06-22,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2005-06-22,NA,NA,NA,0,0,NA,1,"plot"
"1978","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Surry",NA,37.041386,-76.911571,2010-03-08,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"8",2010-03-08,NA,NA,NA,0,0,NA,1,"plot"
"1979","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Buchanan",NA,37.31,-82.19,1976-12-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1976-12-01,NA,NA,NA,0,0,NA,1,"plot"
"1980","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Monroe",NA,43.854474,-90.403489,2008-11-04,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",2008-11-04,NA,NA,NA,0,0,NA,1,"plot"
"1981","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","West Virginia","Pendleton",NA,38.554561,-79.479209,2007-03-26,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",2007-03-26,NA,NA,NA,0,0,NA,1,"plot"
"1982","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Grayson",NA,36.58,-81.36,1991-10-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1991-10-01,NA,NA,NA,0,0,NA,1,"plot"
