"","ID","TaxonName","DataSet","Longitude","Latitude"
"9601","22336051","Juglans cinerea","GBIF","-78.85186","42.4475"
"9602","22308972","Juglans cinerea","GBIF","-79.976542","43.679579"
"9603","22308971","Juglans cinerea","GBIF","-79.970001","43.687485"
"9604","22288400","Juglans cinerea","GBIF","-79.858868","43.37778"
"9605","22288479","Juglans cinerea","GBIF","-79.85925","43.377478"
"9606","22223266","Juglans cinerea","GBIF","-79.950745","43.651288"
"9607","22207952","Juglans cinerea","GBIF","-78.645206","44.231948"
"9608","22208833","Juglans cinerea","GBIF","-78.632745","44.220908"
"9609","22208089","Juglans cinerea","GBIF","-78.645503","44.231847"
"9610","22208640","Juglans cinerea","GBIF","-78.63447","44.220417"
"9611","22148435","Juglans cinerea","GBIF","-92.457533","45.377497"
"9612","22130378","Juglans cinerea","GBIF","-75.891775","45.300027"
"9613","22127752","Juglans cinerea","GBIF","-75.885534","45.306578"
"9614","22112899","Juglans cinerea","GBIF","-79.815292","44.136345"
"9615","22111475","Juglans cinerea","GBIF","-79.816545","44.136167"
"9616","22115561","Juglans cinerea","GBIF","-79.81495","44.136289"
"9617","22112811","Juglans cinerea","GBIF","-79.815338","44.1363"
"9618","22111392","Juglans cinerea","GBIF","-79.816392","44.135922"
"9619","22033895","Juglans cinerea","GBIF","-78.829437","44.676505"
"9620","22033886","Juglans cinerea","GBIF","-78.829728","44.676578"
"9621","22033906","Juglans cinerea","GBIF","-78.829445","44.676512"
"9622","22006386","Juglans cinerea","GBIF","-75.889495","45.303961"
"9623","22006082","Juglans cinerea","GBIF","-75.889828","45.304448"
"9624","22002400","Juglans cinerea","GBIF","-75.89201","45.300911"
"9625","22000962","Juglans cinerea","GBIF","-75.890041","45.299983"
"9626","22000885","Juglans cinerea","GBIF","-76.812225","44.279454"
"9627","21995949","Juglans cinerea","GBIF","-80.579988","43.494797"
"9628","22001160","Juglans cinerea","GBIF","-75.89029","45.299833"
"9629","21945089","Juglans cinerea","GBIF","-79.980422","43.593101"
"9630","21945057","Juglans cinerea","GBIF","-79.980724","43.592874"
"9631","21944921","Juglans cinerea","GBIF","-79.983348","43.597068"
"9632","21945017","Juglans cinerea","GBIF","-79.980842","43.593145"
"9633","21918649","Juglans cinerea","GBIF","-79.961013","43.504109"
"9634","21913540","Juglans cinerea","GBIF","-77.856568","44.557943"
"9635","21891195","Juglans cinerea","GBIF","-78.222076","44.500367"
"9636","21886059","Juglans cinerea","GBIF","-81.756133","43.445756"
"9637","21871835","Juglans cinerea","GBIF","-66.135553","45.571451"
"9638","21796465","Juglans cinerea","GBIF","-75.907278","45.312952"
"9639","21800935","Juglans cinerea","GBIF","-75.90495","45.315232"
"9640","21798520","Juglans cinerea","GBIF","-75.906282","45.313636"
"9641","21794214","Juglans cinerea","GBIF","-77.845269","44.330357"
"9642","21800721","Juglans cinerea","GBIF","-75.904988","45.315296"
"9643","21796125","Juglans cinerea","GBIF","-75.909805","45.31265"
"9644","21796275","Juglans cinerea","GBIF","-75.908587","45.312733"
"9645","21795866","Juglans cinerea","GBIF","-75.910116","45.31259"
"9646","21794549","Juglans cinerea","GBIF","-77.811856","44.371422"
"9647","21794440","Juglans cinerea","GBIF","-77.942245","44.313054"
"9648","21768274","Juglans cinerea","GBIF","-75.912429","45.313295"
"9649","21768322","Juglans cinerea","GBIF","-75.912539","45.313535"
"9650","21766033","Juglans cinerea","GBIF","-75.908346","45.314353"
"9651","21752936","Juglans cinerea","GBIF","-78.914658","44.034458"
"9652","21745562","Juglans cinerea","GBIF","-79.909447","43.917221"
"9653","21726075","Juglans cinerea","GBIF","-75.548396","45.453579"
"9654","21726925","Juglans cinerea","GBIF","-75.905422","45.313065"
"9655","21723191","Juglans cinerea","GBIF","-76.026007","45.353832"
"9656","21722576","Juglans cinerea","GBIF","-76.024118","45.350767"
"9657","21722670","Juglans cinerea","GBIF","-76.027466","45.353467"
"9658","21722518","Juglans cinerea","GBIF","-76.023775","45.350986"
"9659","21723274","Juglans cinerea","GBIF","-76.025948","45.353889"
"9660","21722827","Juglans cinerea","GBIF","-76.026752","45.353738"
"9661","21724542","Juglans cinerea","GBIF","-76.024645","45.352087"
"9662","21723030","Juglans cinerea","GBIF","-76.026495","45.353874"
"9663","15100590","Juglans cinerea","GBIF","-81.170161","42.664605"
"9664","21720086","Juglans cinerea","GBIF","-80.339826","43.209881"
"9665","21720088","Juglans cinerea","GBIF","-80.385739","43.264786"
"9666","21720087","Juglans cinerea","GBIF","-80.25187","43.28085"
"9667","21720767","Juglans cinerea","GBIF","-76.02068","45.35293"
"9668","21720092","Juglans cinerea","GBIF","-80.307355","43.395998"
"9669","21684844","Juglans cinerea","GBIF","-76.022156","45.350571"
"9670","21678387","Juglans cinerea","GBIF","-78.77368","44.560228"
"9671","21677137","Juglans cinerea","GBIF","-78.796608","44.571908"
"9672","21607310","Juglans cinerea","GBIF","-81.393915","43.020863"
"9673","21600404","Juglans cinerea","GBIF","-78.594852","44.136222"
"9674","21583074","Juglans cinerea","GBIF","-79.897988","43.795524"
"9675","21583109","Juglans cinerea","GBIF","-79.808853","43.75612"
"9676","21583164","Juglans cinerea","GBIF","-79.82703","43.641596"
"9677","21583188","Juglans cinerea","GBIF","-79.915031","43.737501"
"9678","21566638","Juglans cinerea","GBIF","-76.023287","45.349641"
"9679","21555574","Juglans cinerea","GBIF","-79.816375","44.1363"
"9680","21532620","Juglans cinerea","GBIF","-85.667458","37.919651"
"9681","20017112","Juglans cinerea","GBIF","-71.326912","42.41082"
"9682","19593708","Juglans cinerea","GBIF","-93.141321","44.461239"
"9683","21306010","Juglans cinerea","GBIF","-92.97141","36.0186"
"9684","12653941","Juglans cinerea","GBIF","-90.671276","34.648876"
"9685","10418100","Juglans cinerea","GBIF","-82.008518","35.937928"
"9686","10418133","Juglans cinerea","GBIF","-81.643996","36.162515"
"9687","10418119","Juglans cinerea","GBIF","-82.238448","35.20817"
"9688","10418128","Juglans cinerea","GBIF","-81.821531","36.150203"
"9690","10418106","Juglans cinerea","GBIF","-82.48235","35.415285"
"9692","10418102","Juglans cinerea","GBIF","-82.3202","35.604497"
"9693","10418103","Juglans cinerea","GBIF","-81.715101","35.791956"
"9694","10418110","Juglans cinerea","GBIF","-82.19127","35.708813"
"9695","10418098","Juglans cinerea","GBIF","-81.571496","36.390958"
"9696","10418107","Juglans cinerea","GBIF","-83.268554","35.102711"
"9697","10418104","Juglans cinerea","GBIF","-83.666806","35.024844"
"9698","10418115","Juglans cinerea","GBIF","-82.219565","35.215533"
"9702","10418095","Juglans cinerea","GBIF","-81.215167","36.545639"
"9703","10418126","Juglans cinerea","GBIF","-82.821243","35.143721"
"9705","10418125","Juglans cinerea","GBIF","-83.445436","35.353151"
"9706","10418112","Juglans cinerea","GBIF","-79.048987","35.913707"
"9707","10418123","Juglans cinerea","GBIF","-83.465714","35.325651"
"9708","10418127","Juglans cinerea","GBIF","-82.960351","35.087495"
"9709","10418109","Juglans cinerea","GBIF","-82.813411","35.885949"
"9710","10418120","Juglans cinerea","GBIF","-80.28858","36.421472"
"9711","http://arctos.database.museum/guid/UTEP:Herb:71767?seid=4264665","Juglans cinerea","GBIF","-74.5708","41.0635"
"9712","21422237","Juglans cinerea","GBIF","-76.616883","39.572445"
"9713","21419721","Juglans cinerea","GBIF","-79.248078","42.559076"
"9714","21407234","Juglans cinerea","GBIF","-76.220351","45.086289"
"9715","21404606","Juglans cinerea","GBIF","-76.222744","45.087963"
"9716","21398855","Juglans cinerea","GBIF","-79.902683","44.676518"
"9717","21383204","Juglans cinerea","GBIF","-81.932236","42.466368"
"9718","21379219","Juglans cinerea","GBIF","-81.857194","42.521628"
"9719","21379214","Juglans cinerea","GBIF","-81.853544","42.519036"
"9720","21379213","Juglans cinerea","GBIF","-81.977174","42.497352"
"9721","21342238","Juglans cinerea","GBIF","-80.485832","42.672779"
"9722","21339874","Juglans cinerea","GBIF","-80.485001","42.665833"
"9723","21327607","Juglans cinerea","GBIF","-79.17508","42.36111"
"9724","21305351","Juglans cinerea","GBIF","-78.43436","38.04396"
"9725","21305350","Juglans cinerea","GBIF","-78.485319","38.128523"
"9726","21301845","Juglans cinerea","GBIF","-79.841276","43.303443"
"9727","21298692","Juglans cinerea","GBIF","-76.647767","39.634175"
"9728","20930785","Juglans cinerea","GBIF","-75.796773","45.531622"
"9729","6981276","Juglans cinerea","GBIF","-76.061554","44.564483"
"9730","21218730","Juglans cinerea","GBIF","-79.650678","43.534535"
"9731","21192987","Juglans cinerea","GBIF","-75.553128","45.453597"
"9732","21182529","Juglans cinerea","GBIF","-78.91043","44.153286"
"9733","21092872","Juglans cinerea","GBIF","-80.293633","44.444363"
"9734","21092820","Juglans cinerea","GBIF","-80.291489","44.444992"
"9735","21092929","Juglans cinerea","GBIF","-80.300827","44.442722"
"9736","21074200","Juglans cinerea","GBIF","-75.797338","45.371013"
"9737","21073879","Juglans cinerea","GBIF","-75.797619","45.372224"
"9738","21070607","Juglans cinerea","GBIF","-85.598053","36.042056"
"9739","21065174","Juglans cinerea","GBIF","-78.408792","44.094581"
"9740","21064008","Juglans cinerea","GBIF","-80.872859","44.564387"
"9741","21062469","Juglans cinerea","GBIF","-78.44256","44.558642"
"9742","21042552","Juglans cinerea","GBIF","-80.547094","43.534514"
"9743","21042540","Juglans cinerea","GBIF","-80.547004","43.535627"
"9744","18978794","Juglans cinerea","GBIF","-79.971937","43.592151"
"9745","21021767","Juglans cinerea","GBIF","-80.818855","44.599456"
"9746","20997531","Juglans cinerea","GBIF","-80.55719","44.400695"
"9747","20997024","Juglans cinerea","GBIF","-80.120267","44.150572"
"9748","20964359","Juglans cinerea","GBIF","-75.226438","45.206046"
"9749","20946072","Juglans cinerea","GBIF","-75.885643","45.306557"
"9750","20934496","Juglans cinerea","GBIF","-75.225587","45.20809"
"9751","20934404","Juglans cinerea","GBIF","-75.225641","45.208903"
"9752","20925211","Juglans cinerea","GBIF","-80.002059","43.213338"
"9753","20925047","Juglans cinerea","GBIF","-80.002772","43.213152"
"9754","20921240","Juglans cinerea","GBIF","-80.109291","43.36756"
"9755","20921272","Juglans cinerea","GBIF","-80.109005","43.366733"
"9756","20901856","Juglans cinerea","GBIF","-81.254523","43.042709"
"9757","20887835","Juglans cinerea","GBIF","-79.671944","43.564724"
"9758","20886385","Juglans cinerea","GBIF","-79.816125","44.135661"
"9759","20868547","Juglans cinerea","GBIF","-81.263279","43.041388"
"9760","urn:uuid:afa3baed-9901-482a-9816-ef89741c67c4","Juglans cinerea","GBIF","11.415395","59.111277"
"9761","20839365","Juglans cinerea","GBIF","-80.438582","43.40523"
"9762","20831259","Juglans cinerea","GBIF","-81.308822","41.044507"
"9763","20816813","Juglans cinerea","GBIF","-75.992773","45.486797"
"9764","20811511","Juglans cinerea","GBIF","-89.094488","40.383506"
"9765","20804215","Juglans cinerea","GBIF","-79.961133","43.56601"
"9766","20804359","Juglans cinerea","GBIF","-79.962441","43.569267"
"9767","20804337","Juglans cinerea","GBIF","-79.962681","43.568405"
"9768","20803928","Juglans cinerea","GBIF","-79.96102","43.564769"
"9769","20782469","Juglans cinerea","GBIF","-79.816383","44.136008"
"9770","20782418","Juglans cinerea","GBIF","-79.799805","44.15195"
"9771","20782461","Juglans cinerea","GBIF","-79.816375","44.136097"
"9772","20782446","Juglans cinerea","GBIF","-79.816283","44.136064"
"9773","20744756","Juglans cinerea","GBIF","-78.224892","44.498107"
"9774","20744398","Juglans cinerea","GBIF","-78.220147","44.501198"
"9775","20713235","Juglans cinerea","GBIF","-81.286322","43.008735"
"9776","19041449","Juglans cinerea","GBIF","-79.34763","42.447517"
"9777","19040944","Juglans cinerea","GBIF","-79.338167","42.43965"
"9778","18961508","Juglans cinerea","GBIF","-79.367211","42.476047"
"9779","18961503","Juglans cinerea","GBIF","-79.364196","42.475102"
"9780","18961500","Juglans cinerea","GBIF","-79.363559","42.47294"
"9781","6107172","Juglans cinerea","GBIF","-73.58471","45.506313"
"9782","20544476","Juglans cinerea","GBIF","-80.515511","43.48605"
"9783","20538017","Juglans cinerea","GBIF","-81.193414","43.06719"
"9784","20522375","Juglans cinerea","GBIF","-80.234064","44.445217"
"9785","20517782","Juglans cinerea","GBIF","-78.377423","44.421325"
"9786","20517699","Juglans cinerea","GBIF","-78.377628","44.421569"
"9787","20517655","Juglans cinerea","GBIF","-78.377809","44.421424"
"9788","20515415","Juglans cinerea","GBIF","-78.377733","44.421576"
"9789","20463142","Juglans cinerea","GBIF","-81.129698","43.06087"
"9790","20405347","Juglans cinerea","GBIF","-78.420097","44.439561"
"9791","20368391","Juglans cinerea","GBIF","-80.775421","43.128935"
"9792","20322120","Juglans cinerea","GBIF","-76.020662","45.353094"
"9793","20282096","Juglans cinerea","GBIF","-80.597044","43.551334"
"9794","20282218","Juglans cinerea","GBIF","-80.564297","43.575112"
"9795","20282094","Juglans cinerea","GBIF","-80.444584","43.522909"
"9796","20282095","Juglans cinerea","GBIF","-80.474764","43.438637"
"9797","20255848","Juglans cinerea","GBIF","-76.028511","45.352863"
"9798","20205599","Juglans cinerea","GBIF","-79.358897","43.696819"
"9799","19304147","Juglans cinerea","GBIF","-74.764099","45.387179"
"9987","D8C374F0-11A1-4902-A7B1-E038D72CFBB5","Juglans cinerea","GBIF","-90.5222","39.9672"
"9994","urn:lsid:artportalen.se:Sighting:73578237","Juglans cinerea","GBIF","17.646964","59.814687"
"9995","20061257","Juglans cinerea","GBIF","-76.02697","45.353985"
"9996","20061133","Juglans cinerea","GBIF","-76.027901","45.353233"
"9997","20061059","Juglans cinerea","GBIF","-76.028297","45.353046"
"9998","19932196","Juglans cinerea","GBIF","-90.589951","43.66468"
"9999","19892507","Juglans cinerea","GBIF","-75.347772","45.259308"
"10000","19871930","Juglans cinerea","GBIF","-79.876945","43.641388"
"10001","19864717","Juglans cinerea","GBIF","-75.224607","45.211142"
"10002","19857067","Juglans cinerea","GBIF","-75.860859","45.328434"
"10003","19856767","Juglans cinerea","GBIF","-75.860338","45.32742"
"10004","19849176","Juglans cinerea","GBIF","-75.86022","45.324929"
"10005","19837782","Juglans cinerea","GBIF","-75.860577","45.326782"
"10006","19837606","Juglans cinerea","GBIF","-75.860594","45.327259"
"10007","19829839","Juglans cinerea","GBIF","-73.175589","43.91624"
"10008","19829867","Juglans cinerea","GBIF","-73.175026","43.916007"
"10009","19771720","Juglans cinerea","GBIF","-79.04919","43.161424"
"10010","19702327","Juglans cinerea","GBIF","-77.946771","42.677444"
"10011","19641498","Juglans cinerea","GBIF","-80.241293","43.185406"
"10012","19639204","Juglans cinerea","GBIF","-80.24288","43.184148"
"10013","19598592","Juglans cinerea","GBIF","-79.671545","43.56446"
"10014","19582837","Juglans cinerea","GBIF","-75.836796","44.538778"
"10015","19543477","Juglans cinerea","GBIF","-81.070015","40.950559"
"10099","fa22ce68-77cc-46e7-9755-a83ea165b938","Juglans cinerea","GBIF","-84.399943","45.759046"
"10100","f92f4048-a198-43b2-9e14-58810cd95d63","Juglans cinerea","GBIF","-86.676682","45.860731"
"10102","f5595176-9e58-415a-a088-c7a1f1318363","Juglans cinerea","GBIF","-85.33558","42.30581"
"10103","f3aed326-bd11-4451-87cc-4092b33bd251","Juglans cinerea","GBIF","-83.726329","42.270872"
"10104","f1ea893c-bd35-442e-87ce-bbbc2df05a3a","Juglans cinerea","GBIF","-79.619207","47.416531"
"10105","eb7a142b-b977-4b39-bfaf-51dc154f0a22","Juglans cinerea","GBIF","-83.42151","43.45048"
"10106","e60de98e-2a27-42b7-bd09-7d6c314aac22","Juglans cinerea","GBIF","-84.159512","43.532366"
"10107","e0e0c702-0671-4fbe-934e-18b66131976b","Juglans cinerea","GBIF","-86.171347","42.444336"
"10108","ddfb2e34-c681-4dc9-82bf-1260dfa4e61a","Juglans cinerea","GBIF","-86.532655","45.831272"
"10109","dd4879c3-32ff-4dc6-992c-60f02c68b0e0","Juglans cinerea","GBIF","-86.697286","45.875255"
"10110","cfd67621-fdd7-4339-8349-26f27ef9dcdb","Juglans cinerea","GBIF","-83.91861","42.36936"
"10112","c5274165-1650-46a2-91d4-4cb7a9af3cf1","Juglans cinerea","GBIF","-84.44777","42.69779"
"10114","a5ea5072-b6e7-4760-ac31-27d10997e121","Juglans cinerea","GBIF","-73.0515","43.2588"
"10115","a568612f-93ad-47a3-b452-f78105c05e1b","Juglans cinerea","GBIF","-83.502417","45.097698"
"10116","a54dd8f6-0f16-4e32-b16e-1d85529daa4e","Juglans cinerea","GBIF","-84.68163","43.12144"
"10118","9ecf62f6-1a68-495f-916f-a6d8ed3430ea","Juglans cinerea","GBIF","-84.122142","42.358464"
"10119","8a06a675-2003-4937-8ce7-f0190cd47d5f","Juglans cinerea","GBIF","-86.164967","43.93455"
"10121","7dad8792-dcae-4ad8-a4dd-bca4168c9500","Juglans cinerea","GBIF","-85.668086","42.96336"
"10122","757af942-2472-4c36-9d99-efe377ba7156","Juglans cinerea","GBIF","-84.300608","43.596386"
"10123","74b5e346-3055-4cc0-be86-4a0c680f600f","Juglans cinerea","GBIF","-84.13631","42.40474"
"10124","715c6148-b929-4aa4-b1f1-ade088b5937b","Juglans cinerea","GBIF","-86.175869","42.063826"
"10125","70e89152-67b1-4a92-888b-f572db723d16","Juglans cinerea","GBIF","-83.29654","43.15772"
"10126","6fcfb13a-5b98-4938-8eac-f23b17289334","Juglans cinerea","GBIF","-83.43173","44.88603"
"10127","6287bb17-f880-440f-9704-c1a8b97b2eba","Juglans cinerea","GBIF","-84.41069","42.18875"
"10128","5acbb372-b8dd-498d-a576-78e89faaac48","Juglans cinerea","GBIF","-86.623722","41.834217"
"10129","5a0fbb08-e3f4-4d5a-996b-89276fbe5cf2","Juglans cinerea","GBIF","-86.532655","45.831272"
"10130","49c32b53-2bbc-44e0-9100-6eb23fba0745","Juglans cinerea","GBIF","-84.6847","41.72126"
"10132","41d69b5f-b2d0-4f74-beb9-5032a1bf5214","Juglans cinerea","GBIF","-85.97722","45.124038"
"10133","3ba6ef39-e97c-4db6-b7b0-765f448477ce","Juglans cinerea","GBIF","-83.954285","41.927151"
"10135","244f2f15-c986-4af1-b0c9-2f74da5696b4","Juglans cinerea","GBIF","-85.13933","46.52321"
"10136","2364ca6a-b3c5-40c8-a010-f78a4b1c82e5","Juglans cinerea","GBIF","-83.907544","44.08542"
"10137","216bc53f-3d4c-478c-939a-6f9b4b25025c","Juglans cinerea","GBIF","-82.43057","43.01954"
"10138","208f148d-d947-46fa-817c-9c6649fa6551","Juglans cinerea","GBIF","-86.710967","45.685813"
"10139","1b8e466b-8361-4561-901b-ef06552bfd46","Juglans cinerea","GBIF","-87.58085","45.17992"
"10140","1bbf70b9-9a3b-4a2b-b2db-a16143d67a0a","Juglans cinerea","GBIF","-82.44219","42.99284"
"10141","1b6833a6-15b3-46a5-859f-45047ca12aab","Juglans cinerea","GBIF","-84.410138","45.760273"
"10142","1b366564-7523-49dc-ba23-daabb185687a","Juglans cinerea","GBIF","-85.948167","42.600139"
"10143","11ae2a13-586c-47b3-8223-2b793028e13e","Juglans cinerea","GBIF","-83.721919","42.280554"
"10145","02406c0f-c753-4f46-ade5-b32f873873d0","Juglans cinerea","GBIF","-83.35168","42.34206"
"10146","0198cbe8-5a94-4d64-8bdb-421cf8156bca","Juglans cinerea","GBIF","-82.43057","43.01954"
"10149","252461","Juglans cinerea","GBIF","-84.798","43.0815"
"10150","19533996","Juglans cinerea","GBIF","-79.208002","42.45005"
"10151","19516571","Juglans cinerea","GBIF","-79.503792","40.711597"
"10152","19466020","Juglans cinerea","GBIF","-72.573414","44.287032"
"10153","19450865","Juglans cinerea","GBIF","-79.892653","43.278634"
"10154","19456330","Juglans cinerea","GBIF","-75.480122","45.375853"
"10155","19450385","Juglans cinerea","GBIF","-79.86589","43.375686"
"10156","19446431","Juglans cinerea","GBIF","-75.231869","45.208825"
"10157","19424915","Juglans cinerea","GBIF","-74.154503","45.111798"
"10158","19398128","Juglans cinerea","GBIF","-80.052343","44.013409"
"10159","19376049","Juglans cinerea","GBIF","-71.082858","46.894226"
"10160","19340963","Juglans cinerea","GBIF","-80.528703","43.526235"
"10161","19301113","Juglans cinerea","GBIF","-80.572318","43.536672"
"10162","19283757","Juglans cinerea","GBIF","-76.221233","45.4826"
"10163","19276333","Juglans cinerea","GBIF","-79.984078","43.225807"
"10164","19272334","Juglans cinerea","GBIF","-79.674284","43.566672"
"10165","19271207","Juglans cinerea","GBIF","-79.676414","43.555111"
"10166","19271231","Juglans cinerea","GBIF","-79.676414","43.555111"
"10167","19271190","Juglans cinerea","GBIF","-79.676414","43.555111"
"10168","19271186","Juglans cinerea","GBIF","-79.676414","43.555111"
"10169","19182433","Juglans cinerea","GBIF","-77.112504","45.820071"
"10170","19183057","Juglans cinerea","GBIF","-74.826825","45.751552"
"10171","19180943","Juglans cinerea","GBIF","-79.972121","43.348746"
"10172","18961509","Juglans cinerea","GBIF","-79.376555","42.470086"
"10173","13785815","Juglans cinerea","GBIF","-71.282496","46.720004"
"10174","11184274","Juglans cinerea","GBIF","-79.376517","42.470083"
"10175","10437874","Juglans cinerea","GBIF","-76.791388","41.783958"
"10184","4596370","Juglans cinerea","GBIF","-84.777617","43.589829"
"10185","4596367","Juglans cinerea","GBIF","-84.894988","43.386323"
"10187","4596363","Juglans cinerea","GBIF","-86.36901","42.16459"
"10191","4596372","Juglans cinerea","GBIF","-84.432578","42.733534"
"10192","4596360","Juglans cinerea","GBIF","-84.917552","43.575289"
"10196","8146366","Juglans cinerea","GBIF","-81.309034","41.156559"
"10197","19260399","Juglans cinerea","GBIF","-79.553123","43.596878"
"10198","19249227","Juglans cinerea","GBIF","-77.59265","42.671033"
"10199","19249196","Juglans cinerea","GBIF","-77.594817","42.670217"
"10200","19249214","Juglans cinerea","GBIF","-77.594633","42.670417"
"10201","19248859","Juglans cinerea","GBIF","-77.590567","42.6669"
"10202","19249169","Juglans cinerea","GBIF","-77.595133","42.6698"
"10203","19215588","Juglans cinerea","GBIF","-80.33093","43.351395"
"10204","19180846","Juglans cinerea","GBIF","-79.972121","43.348746"
"10205","19184676","Juglans cinerea","GBIF","-74.837955","45.729197"
"10206","19184420","Juglans cinerea","GBIF","-74.828095","45.749695"
"10207","19164995","Juglans cinerea","GBIF","-73.800783","44.430673"
"10208","QUE0127557","Juglans cinerea","GBIF","-75.126111","45.648333"
"10209","6408436","Juglans cinerea","GBIF","-76.442269","42.501789"
"10210","4231757","Juglans cinerea","GBIF","-74.074707","42.02064"
"10211","3570769","Juglans cinerea","GBIF","-75.019057","41.555367"
"10212","3012042","Juglans cinerea","GBIF","-76.383549","42.974583"
"10213","1918450","Juglans cinerea","GBIF","-73.286876","44.544713"
"10214","19118700","Juglans cinerea","GBIF","-79.879398","43.330698"
"10215","19059223","Juglans cinerea","GBIF","-80.375435","43.367504"
"10216","19041935","Juglans cinerea","GBIF","-79.35035","42.448767"
"10217","19041913","Juglans cinerea","GBIF","-79.348117","42.448117"
"10218","19041917","Juglans cinerea","GBIF","-79.3483","42.448033"
"10219","19041926","Juglans cinerea","GBIF","-79.349133","42.448167"
"10220","19041445","Juglans cinerea","GBIF","-79.346983","42.44755"
"10221","19040915","Juglans cinerea","GBIF","-79.339983","42.440883"
"10222","19041920","Juglans cinerea","GBIF","-79.348467","42.448067"
"10223","19041394","Juglans cinerea","GBIF","-79.335567","42.438067"
"10224","19041391","Juglans cinerea","GBIF","-79.33655","42.438117"
"10225","19041417","Juglans cinerea","GBIF","-79.343883","42.44275"
"10226","19040970","Juglans cinerea","GBIF","-79.337933","42.439683"
"10227","19040946","Juglans cinerea","GBIF","-79.3382","42.439667"
"10228","19040947","Juglans cinerea","GBIF","-79.338117","42.43975"
"10229","19040942","Juglans cinerea","GBIF","-79.33815","42.4397"
"10230","19040971","Juglans cinerea","GBIF","-79.337867","42.439433"
"10231","19040955","Juglans cinerea","GBIF","-79.338","42.440183"
"10232","19040563","Juglans cinerea","GBIF","-79.341233","42.441233"
"10233","19040554","Juglans cinerea","GBIF","-79.341733","42.441217"
"10234","19034713","Juglans cinerea","GBIF","-80.265696","43.558778"
"10235","19034115","Juglans cinerea","GBIF","-80.895576","44.389856"
"10236","19034730","Juglans cinerea","GBIF","-80.266029","43.558409"
"10237","19009107","Juglans cinerea","GBIF","-75.838845","45.292195"
"10238","18964448","Juglans cinerea","GBIF","-79.056988","43.107987"
"10239","18964172","Juglans cinerea","GBIF","-79.136111","42.374167"
"10240","18843763","Juglans cinerea","GBIF","-82.263695","39.551362"
"10241","1784255","Juglans cinerea","GBIF","-73.797741","42.787087"
"10242","17068299","Juglans cinerea","GBIF","-79.20245","42.3767"
"10243","16138086","Juglans cinerea","GBIF","-74.029249","41.738815"
"10244","101051","Juglans cinerea","GBIF","-73.174899","44.487615"
"10305","18995480","Juglans cinerea","GBIF","-79.975851","43.835033"
"10306","18983741","Juglans cinerea","GBIF","-79.329583","42.432767"
"10307","18946507","Juglans cinerea","GBIF","-79.859321","43.377562"
"10308","18465700","Juglans cinerea","GBIF","-80.476986","40.70009"
"10309","18319944","Juglans cinerea","GBIF","-80.775761","40.128548"
"10311","2015142","Juglans cinerea","GBIF","-72.426413","44.397357"
"10312","2013190","Juglans cinerea","GBIF","-72.427482","44.38942"
"10313","18867062","Juglans cinerea","GBIF","-82.530759","42.049891"
"10314","18854114","Juglans cinerea","GBIF","-80.78067","44.496406"
"10315","18854113","Juglans cinerea","GBIF","-80.779758","44.495853"
"10316","18854115","Juglans cinerea","GBIF","-80.778685","44.495889"
"10317","18853533","Juglans cinerea","GBIF","-80.718571","44.491686"
"10318","18854117","Juglans cinerea","GBIF","-80.780402","44.496302"
"10319","18846350","Juglans cinerea","GBIF","-80.962011","44.740407"
"10320","18846477","Juglans cinerea","GBIF","-80.683673","44.503787"
"10321","18844156","Juglans cinerea","GBIF","-80.554605","44.49607"
"10322","18844203","Juglans cinerea","GBIF","-80.557653","44.405994"
"10323","18844909","Juglans cinerea","GBIF","-80.561503","44.435723"
"10324","18844106","Juglans cinerea","GBIF","-80.557062","44.453506"
"10325","18738975","Juglans cinerea","GBIF","-79.711244","43.206506"
"10326","18734432","Juglans cinerea","GBIF","-80.51408","44.235827"
"10327","18735160","Juglans cinerea","GBIF","-80.424229","44.281684"
"10328","18734418","Juglans cinerea","GBIF","-79.957826","43.617547"
"10329","1517416","Juglans cinerea","GBIF","-79.078287","43.070866"
"10330","http://tun.fi/MKC.31508024","Juglans cinerea","GBIF","24.731486","60.234575"
"10331","18725583","Juglans cinerea","GBIF","-89.851627","43.924447"
"10332","18724896","Juglans cinerea","GBIF","-75.676322","45.388172"
"10333","18707055","Juglans cinerea","GBIF","-75.819481","45.505333"
"10334","18657388","Juglans cinerea","GBIF","-84.224819","46.320717"
"10335","18567931","Juglans cinerea","GBIF","-73.344565","44.66794"
"10336","17066348","Juglans cinerea","GBIF","-80.325964","43.374571"
"10337","18568039","Juglans cinerea","GBIF","-73.342479","44.669844"
"10338","18434376","Juglans cinerea","GBIF","-76.591313","44.547054"
"10339","18430354","Juglans cinerea","GBIF","-71.33894","42.631252"
"10340","3228451","Juglans cinerea","GBIF","-73.206702","44.473951"
"10341","2018541","Juglans cinerea","GBIF","-72.414822","44.392297"
"10342","18411917","Juglans cinerea","GBIF","-80.02586","43.977598"
"10343","18383504","Juglans cinerea","GBIF","-80.678287","44.503299"
"10344","18383507","Juglans cinerea","GBIF","-80.720086","44.498812"
"10345","18383503","Juglans cinerea","GBIF","-80.669287","44.502007"
"10346","18383506","Juglans cinerea","GBIF","-80.69636","44.505624"
"10347","18382971","Juglans cinerea","GBIF","-80.637824","44.500202"
"10348","18382820","Juglans cinerea","GBIF","-80.620792","44.499903"
"10349","18360995","Juglans cinerea","GBIF","-80.699847","43.875163"
