"","associatedsequences","barcodevalue","basisofrecord","bed","canonicalname","catalognumber","class","collectioncode","collectionid","collectionname","collector","commonname","continent","coordinateuncertainty","country","countrycode","county","datasetid","datecollected","datemodified","dqs","earliestageorloweststage","earliesteonorlowesteonothem","earliestepochorlowestseries","earliesteraorlowesterathem","earliestperiodorlowestsystem","etag","eventdate","family","fieldnumber","formation","genus","geologicalcontextid","geopoint.lon","geopoint.lat","group","hasImage","hasMedia","highertaxon","highestbiostratigraphiczone","individualcount","infraspecificepithet","institutioncode","institutionid","institutionname","kingdom","latestageorhigheststage","latesteonorhighesteonothem","latestepochorhighestseries","latesteraorhighesterathem","latestperiodorhighestsystem","lithostratigraphicterms","locality","lowestbiostratigraphiczone","maxdepth","maxelevation","member","mindepth","minelevation","municipality","occurrenceid","order","phylum","query","recordnumber","recordset","scientificname","sort","specificepithet","startdayofyear","stateprovince","taxonid","taxonomicstatus","taxonrank","typestatus","uuid","verbatimeventdate","verbatimlocality","version","waterbody"
"1921",NA,NA,"preservedspecimen",NA,"juglans cinerea","v0053874wis","magnoliopsida",NA,"b20b8d91-3255-4926-93e6-af9c6ad60faf",NA,"cochrane, theodore; cochrane, barbara; swartz, robert; mccarthy, s.",NA,"north america",NA,"united states","usa","outagamie","7ddf754f-d193-4cc9-b351-99906754a03b","1975-06-11T00:00:00+00:00","2020-11-06T21:40:17.535713+00:00",0.246376811594203,NA,NA,NA,NA,NA,"85b2b33e8f43a2197ce2405de5b21faaca85c7a6","1975-06-11","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wis",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"gordon bubolz nature preserve, 3 mi nw of appleton",NA,NA,NA,NA,NA,NA,NA,"90bf3c9a-e43f-4085-9eb4-240f4dfc9826","fagales","tracheophyta",NA,"6448","9e5aede6-bee5-4a3d-a255-513771b20035","juglans cinerea",NA,"cinerea",162,"wisconsin","3054352","accepted","species",NA,"e8e0cf0d-3868-44ba-9170-6a3b1ac15f2f",NA,NA,NA,NA
"1922",NA,NA,"preservedspecimen",NA,"juglans cinerea","mary1024014","magnoliopsida",NA,"f08f07c6-fb9a-4b6b-b008-732821e604e3",NA,"j. b. s. norton",NA,"north america",NA,"united states","usa","garrett","7ddf754f-d193-4cc9-b351-99906754a03b","2004-11-08","2020-11-06T21:34:58.124836+00:00",0.202898550724638,NA,NA,NA,NA,NA,"a0142f66c7c9de630a5d36d141ba75ca636688ea",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"mary",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a88b9fd8-b5c2-4c3e-b6c3-c73039b16f20","fagales","tracheophyta",NA,NA,"e6eba8cd-fa2c-4ba2-bec0-6841e7633695","juglans cinerea",NA,"cinerea",313,"maryland","3054352","accepted","species",NA,"e8e0f2a9-6ae7-4cf4-98c4-f3767f847f71",NA,NA,NA,NA
"1923",NA,NA,"preservedspecimen",NA,"juglans cinerea","1172269","magnoliopsida","general",NA,NA,"gunnar svensson [1943-]",NA,"europe",NA,"sweden","swe","vånga","7ddf754f-d193-4cc9-b351-99906754a03b","2004-08-21","2019-09-22T22:46:39.931937+00:00",0.173913043478261,NA,NA,NA,NA,NA,"a0b632f77eb3e3eaf4c22cec174cd65787bd7025",NA,"juglandaceae",NA,NA,"juglans",NA,14.31647,56.22293,NA,FALSE,FALSE,NA,NA,1,NA,"ld",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"no locality information available",NA,NA,NA,NA,NA,NA,NA,"ld:general:1172269","fagales","tracheophyta",NA,NA,"f778ecc0-8371-49d5-9ab1-9d75f0b76fad","juglans cinerea",NA,"cinerea",234,"skåne","3054352","accepted","species",NA,"e8f0cdd0-a17a-49b8-8d61-939aa106d44d",NA,NA,NA,NA
"1924",NA,NA,"preservedspecimen",NA,"juglans cinerea","00364973","magnoliopsida","mass","8dbeecc9-adb7-4a6b-bf70-0907b584ec7a",NA,"esther c. cushman",NA,"north america",5050,"united states","usa","hampshire","7ddf754f-d193-4cc9-b351-99906754a03b","1905-06-13T00:00:00+00:00","2018-04-12T15:32:28.766359+00:00",0.246376811594203,NA,NA,NA,NA,NA,"61ad4b39758fe83b0f990d4dbbe8469218600c04","1905-06-13","juglandaceae",NA,NA,"juglans",NA,-72.5231438,42.3803654,NA,TRUE,TRUE,NA,NA,NA,NA,"university of massachusetts",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"amherst",NA,NA,NA,NA,NA,NA,"amherst","f4a69e74-fdd1-11e2-8bb4-4e51ad6f2467","fagales","tracheophyta",NA,NA,"d78d13a7-3852-4244-ba34-86ef5765fa99","juglans cinerea",NA,"cinerea",164,"massachusetts","3054352","accepted","species",NA,"e8fc5380-ea12-440d-bba3-3d9755ba815e",NA,NA,NA,NA
"1925",NA,NA,"preservedspecimen",NA,"juglans cinerea","ph00569391","magnoliopsida",NA,"019a3280-a69f-4312-bb30-8556e270f1a5",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:42:11.998674+00:00",0.144927536231884,NA,NA,NA,NA,NA,"2afea4c00f5231d3d31ed6629bd640577e24ffdb",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ph",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08517060-b9ec-48ed-aa68-cc333a2facbb","fagales","tracheophyta",NA,NA,"65536dcd-7bb2-44e5-af3f-4a13f08e53d0","juglans cinerea",NA,"cinerea",NA,"pennsylvania","3054352","accepted","species",NA,"e9017357-1b9c-4812-a215-d041ed700b98",NA,NA,NA,NA
"1926",NA,NA,"preservedspecimen",NA,"juglans cinerea","370853","magnoliopsida","mass","8dbeecc9-adb7-4a6b-bf70-0907b584ec7a",NA,"r. h. piper",NA,"north america",5050,"united states","usa","hampden","7ddf754f-d193-4cc9-b351-99906754a03b","1934-06-21T00:00:00+00:00","2018-04-12T15:32:28.766359+00:00",0.246376811594203,NA,NA,NA,NA,NA,"0c9dfc08a3e7080a0160f7ee5b99be5e9895154f","1934-06-21","juglandaceae",NA,NA,"juglans",NA,-72.2009087,42.1228733,NA,TRUE,TRUE,NA,NA,NA,NA,"university of massachusetts",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,"brimfield","48fa2abc-9a79-4672-93c8-3ac9d68d4cdd","fagales","tracheophyta",NA,NA,"d78d13a7-3852-4244-ba34-86ef5765fa99","juglans cinerea",NA,"cinerea",172,"massachusetts","3054352","accepted","species",NA,"e909ee13-84b8-4761-a682-7143ba7f5504",NA,NA,NA,NA
"1927",NA,NA,"preservedspecimen",NA,"juglans cinerea","ind-0065177","magnoliopsida",NA,"28be2df2-5062-4277-a5d8-fdd890b9b10b",NA,"charles c. deam",NA,"north america",1250,"united states","usa","noble","7ddf754f-d193-4cc9-b351-99906754a03b","1920-05-28T00:00:00+00:00","2020-11-06T21:41:38.854593+00:00",0.27536231884058,NA,NA,NA,NA,NA,"5917cdc58842f7f668e6fee7be0437f5d891be0a","1920-05-28","juglandaceae",NA,NA,"juglans",NA,-85.365892,41.33106,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ind",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"7 mi se of albion.",NA,NA,NA,NA,NA,NA,NA,"29c3e688-36c8-48bb-8b26-c8f76634a905","fagales","tracheophyta",NA,"30503","0dab1fc7-ca99-456b-9985-76edbac003e0","juglans cinerea",NA,"cinerea",149,"indiana","3054352","accepted","species",NA,"e913230a-2364-45e1-ab66-a0d2a1c681ab","28 may 1920",NA,NA,NA
"1928",NA,NA,"preservedspecimen",NA,"juglans cinerea","475790","magnoliopsida","botany",NA,NA,"g. b. sudworth",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1897-08-02","2019-09-22T23:50:38.872592+00:00",0.231884057971014,NA,NA,NA,NA,NA,"a6e7d43ccd19277bd28b1e8bcf7223f82efb7b6d",NA,"juglandaceae",NA,NA,"juglans",NA,-77.0306,38.8892,NA,TRUE,TRUE,"plantae, dicotyledonae, juglandales, juglandaceae",NA,1,NA,"us","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"plantae",NA,NA,NA,NA,NA,NA,"agriculture grounds",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/316951e3c-b3e5-4c7b-951b-b0cd22082805","fagales","tracheophyta",NA,"s.n.","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","juglans cinerea",NA,"cinerea",214,"washington, d.c.","3054352","accepted","species",NA,"e9182eb9-4b21-492a-a4fe-aa6557936fe9","02 aug 1897",NA,NA,NA
"1929",NA,NA,"preservedspecimen",NA,"juglans cinerea","ph00566663","magnoliopsida",NA,"019a3280-a69f-4312-bb30-8556e270f1a5",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:42:11.998674+00:00",0.144927536231884,NA,NA,NA,NA,NA,"486b77e2c37d5e75a0134b0889ad52e75531d795",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ph",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ce7b1081-4028-4b7d-8bc7-914ae1c4ab9b","fagales","tracheophyta",NA,NA,"65536dcd-7bb2-44e5-af3f-4a13f08e53d0","juglans cinerea",NA,"cinerea",NA,"pennsylvania","3054352","accepted","species",NA,"e92cd2ae-185e-4c0e-a106-7b4f796aeeff",NA,NA,NA,NA
"1930",NA,NA,"preservedspecimen",NA,"juglans cinerea","nha-543343","magnoliopsida","nha","f2ffd5f6-eef6-4979-9cc8-29dc3304e0a2",NA,"a. r. hodgdon; f. l. steele",NA,"north america",NA,"united states","usa","belknap","7ddf754f-d193-4cc9-b351-99906754a03b","1955-06-29T00:00:00+00:00","2016-02-26T07:59:53.955804+00:00",0.231884057971014,NA,NA,NA,NA,NA,"f1e10144af4e5393448ec72330b0616aa14ec934","1955-06-29","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"university of new hampshire",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alton","a6cfdff1-f94d-11e2-82ee-4e86b808fbd5","fagales","tracheophyta",NA,"9238","7644703a-ce24-4f7b-b800-66ddf8812f86","juglans cinerea",NA,"cinerea",180,"new hampshire","3054352","accepted","species",NA,"e9391395-bacb-4bcd-8ae9-737e8c378890",NA,NA,NA,NA
"1931",NA,NA,"preservedspecimen",NA,"juglans cinerea","v0053855wis","magnoliopsida",NA,"b20b8d91-3255-4926-93e6-af9c6ad60faf",NA,"likens, gene; miller, d.; swan, f.",NA,"north america",NA,"united states","usa","iowa","7ddf754f-d193-4cc9-b351-99906754a03b","1960-05-19T00:00:00+00:00","2020-11-06T21:40:17.535713+00:00",0.246376811594203,NA,NA,NA,NA,NA,"c1d7abeccfb4844c2caeb0639b7efe801420fac5","1960-05-19","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wis",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"e. hanson farm, ""pinnacle farm""",NA,NA,NA,NA,NA,NA,NA,"94d450e3-a6dc-4ab1-8825-495c448a23d7","fagales","tracheophyta",NA,"61","9e5aede6-bee5-4a3d-a255-513771b20035","juglans cinerea",NA,"cinerea",140,"wisconsin","3054352","accepted","species",NA,"e9cee399-f78d-4693-834d-54a365b11faa",NA,NA,NA,NA
"1932",NA,NA,"preservedspecimen",NA,"juglans cinerea","wsch003480","magnoliopsida","wsch","f5f39e2a-65ca-4b01-b9ee-4c8671358525",NA,"d. a. lovejoy",NA,"north america",NA,"united states","usa","hampden","7ddf754f-d193-4cc9-b351-99906754a03b","2001-06-13T00:00:00+00:00","2017-01-08T07:06:29.587923+00:00",0.217391304347826,NA,NA,NA,NA,NA,"bf66f79afb4be1a8e4d00bbdb8e103d3f2b2f1e6","2001-06-13","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"westfield state university",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"springfield","2af0357a-6fbe-4d10-9ee9-6492937de896","fagales","tracheophyta",NA,NA,"6d09cfc1-a17c-4067-b1a0-557b8e5334ea","juglans cinerea",NA,"cinerea",164,"massachusetts","3054352","accepted","species",NA,"e9d63ffd-28f3-4f07-9d67-716586b53556",NA,NA,NA,NA
"1933",NA,NA,"preservedspecimen",NA,"juglans cinerea","47541","magnoliopsida","vascular plants",NA,NA,"unknown",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1871-08-07T00:00:00+00:00","2015-02-20T16:49:16.942000+00:00",0.217391304347826,NA,NA,NA,NA,NA,"37d6f799eab524314a5536dca584dee5c2cc9107","1871","juglandaceae","1",NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"msc","http://biocol.org/urn:lsid:biocol.org:col:15587",NA,"plantae",NA,NA,NA,NA,NA,NA,"michigan agricultural college; lansing.",NA,NA,NA,NA,NA,NA,NA,"f4aea864-3039-11e3-963d-8844b9d50285","fagales","tracheophyta",NA,NA,"05c029de-734c-450a-a41a-56061b7ebb18","juglans cinerea",NA,"cinerea",219,"michigan","3054352","accepted","species",NA,"ea01bbb5-a785-4d5a-a9c5-ef244be7714a",NA,NA,NA,NA
"1934",NA,NA,"preservedspecimen",NA,"juglans cinerea","ind-0065171","magnoliopsida",NA,"28be2df2-5062-4277-a5d8-fdd890b9b10b",NA,"john e. potzger",NA,"north america",50,"united states","usa","monroe","7ddf754f-d193-4cc9-b351-99906754a03b","1931-09-27T00:00:00+00:00","2020-11-06T21:41:38.854593+00:00",0.27536231884058,NA,NA,NA,NA,NA,"8340d683c82c06c808e308dee9ae123eeffa489f","1931-09-27","juglandaceae",NA,NA,"juglans",NA,-86.45888,39.084391,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ind",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"station f",NA,NA,NA,NA,NA,NA,NA,"381d1f78-f72d-43f0-95f5-2f4f9948b8c5","fagales","tracheophyta",NA,"2301","0dab1fc7-ca99-456b-9985-76edbac003e0","juglans cinerea",NA,"cinerea",270,"indiana","3054352","accepted","species",NA,"ea1148e7-f790-45f7-8ba8-ad3971cda116","9/27/31",NA,NA,NA
"1935",NA,NA,"preservedspecimen",NA,"juglans cinerea","balt0012329","magnoliopsida",NA,"ece24bc9-1e39-4686-bbcf-527d9f730502",NA,"wayne guerke",NA,"north america",NA,"united states","usa","baltimore","7ddf754f-d193-4cc9-b351-99906754a03b","1968-11-08","2020-11-06T21:33:50.346064+00:00",0.202898550724638,NA,NA,NA,NA,NA,"95f194955cc2a8ed35060360c07a048c0a7c14a9",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"balt",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04a79b98-4073-4962-9fe1-66cdcfbfd8b8","fagales","tracheophyta",NA,NA,"cd7b335e-6f5c-4259-ba45-5e334a719464","juglans cinerea",NA,"cinerea",313,"maryland","3054352","accepted","species",NA,"ea415ecc-cd89-4acf-80dd-41c4b134cb8c",NA,NA,NA,NA
"1936",NA,NA,"preservedspecimen",NA,"juglans cinerea","0033351mor","magnoliopsida","brahms_53628","e36f3789-218d-4afd-abbf-ab3f9df0122f",NA,"schulenberg, rf; wilhelm, g",NA,"north america",NA,"united states","usa","kendall","7ddf754f-d193-4cc9-b351-99906754a03b","1975-05-08T00:00:00+00:00","2018-08-24T10:24:35.450349+00:00",0.260869565217391,NA,NA,NA,NA,NA,"b44b65c09ee5fc3f11ec7d45b8a8a5a1d7baee63","1975-05-08","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mor",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"at southwest corner of oswego, at edge of cemetery. in springy calcareous habitat near foot of north-facing bluff.",NA,NA,NA,NA,NA,NA,NA,"fa0c19a3-23a7-438d-9b2e-0fef6ea382ed","fagales","tracheophyta",NA,"75-054","14f8f83f-7a0c-458c-b6d5-6da7dc8eaa0a","juglans cinerea",NA,"cinerea",128,"illinois","3054352","accepted","species",NA,"ea4463fe-6640-4916-9487-44d2353ac8f1","5/8/1975",NA,NA,NA
"1937",NA,NA,"preservedspecimen",NA,"juglans cinerea","ph00566656","magnoliopsida",NA,"019a3280-a69f-4312-bb30-8556e270f1a5",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:42:11.998674+00:00",0.144927536231884,NA,NA,NA,NA,NA,"14b7174ba1ad60ec1ebd247b8004b7238228a069",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ph",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7bf469db-50e5-4bc4-b678-6202e204847a","fagales","tracheophyta",NA,NA,"65536dcd-7bb2-44e5-af3f-4a13f08e53d0","juglans cinerea",NA,"cinerea",NA,"pennsylvania","3054352","accepted","species",NA,"ea52b72b-9b01-4f89-8b38-f399af352651",NA,NA,NA,NA
"1938",NA,NA,"preservedspecimen",NA,"juglans cinerea","475794","magnoliopsida","botany",NA,NA,"j. byars",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2019-09-22T23:50:38.872592+00:00",0.217391304347826,NA,NA,NA,NA,NA,"406324b1a0d78fc07199c1bebb13b0f7887f56e4",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae, dicotyledonae, juglandales, juglandaceae",NA,1,NA,"us","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"plantae",NA,NA,NA,NA,NA,NA,"near covington.",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/345ba713f-3354-48c9-9992-ce79d85119f0","fagales","tracheophyta",NA,"s.n.","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","juglans cinerea",NA,"cinerea",NA,"tennessee","3054352","accepted","species",NA,"ea63a47e-8dd2-4c56-8611-b9f808793c63","transcribed d/m/y: 4/10/88",NA,NA,NA
"1939",NA,NA,"preservedspecimen",NA,"juglans cinerea","cm034044","magnoliopsida","botany","a3883acd-bc7d-40f2-a6e4-372a3435e5d1",NA,"jennings, o.e.",NA,"north america",10206,"united states","usa","westmoreland","7ddf754f-d193-4cc9-b351-99906754a03b","1912-05-25T00:00:00+00:00","2021-02-09T23:59:03.942712+00:00",0.289855072463768,NA,NA,NA,NA,NA,"20be3d94742f60ca7b3d86748836ad19b5f1f1b8","1912-05-25","juglandaceae",NA,NA,"juglans",NA,-79.25,40.3667,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"cm",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"chestnut ridge, vicinity of hillside",NA,NA,NA,NA,NA,NA,NA,"11271d14-5a11-40b1-9749-7dd1c68374ec","fagales","tracheophyta",NA,"s.n.","db6c3db9-1e6d-4def-af29-33aa0339bfa9","juglans cinerea",NA,"cinerea",146,"pennsylvania","3054352","accepted","species",NA,"ea8c5723-16fc-4b19-b3aa-344a7258cdce","25 may 1912",NA,NA,NA
"1940",NA,NA,"preservedspecimen",NA,"juglans cinerea","b34595","magnoliopsida","mil","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261",NA,"c. goessl",NA,"north america",NA,"united states","usa","marathon","7ddf754f-d193-4cc9-b351-99906754a03b","1915-07-01T00:00:00+00:00","2016-09-07T15:22:58.212325+00:00",0.246376811594203,NA,NA,NA,NA,NA,"db321b2f1479b725bfdeebfcee035447c825bd78","1915-07-01","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mpm","http://grbio.org/cool/7hds-psx6",NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edgar","a4182dcd-fa72-4aac-8a1d-2670d2e59d6f","fagales","tracheophyta",NA,"953","c2767dde-1315-4d78-abf9-8e098dd588ab","juglans cinerea",NA,"cinerea",182,"wisconsin","3054352","accepted","species",NA,"ea9d7d4e-3b8f-4a0d-9ba4-35d921c482a5",NA,NA,NA,NA
"1941",NA,NA,"preservedspecimen",NA,"juglans cinerea","1849656","magnoliopsida","botany",NA,NA,"c. ek",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1938-07-03","2019-09-22T23:50:38.872592+00:00",0.231884057971014,NA,NA,NA,NA,NA,"5506b20511b96fb12c2b39f64f20cbee11ba3ac4",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae, dicotyledonae, juglandales, juglandaceae",NA,1,NA,"us","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"plantae",NA,NA,NA,NA,NA,NA,"low woods 4 mi. west of kokomo, howard co.",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/367934724-f190-4abc-af4d-0f741e61b0ce","fagales","tracheophyta",NA,"92","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","juglans cinerea",NA,"cinerea",184,"indiana","3054352","accepted","species",NA,"eac31dbb-8ab8-45f7-9f30-0f171777df41",NA,NA,NA,NA
"1942",NA,NA,"preservedspecimen",NA,"juglans cinerea","ph00569373","magnoliopsida",NA,"019a3280-a69f-4312-bb30-8556e270f1a5",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:42:11.998674+00:00",0.144927536231884,NA,NA,NA,NA,NA,"3be268269d044463d89273931ea26840163a44b3",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ph",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d9ee16e7-fbb1-440c-a606-297966c213eb","fagales","tracheophyta",NA,NA,"65536dcd-7bb2-44e5-af3f-4a13f08e53d0","juglans cinerea",NA,"cinerea",NA,"new jersey","3054352","accepted","species",NA,"ead12d6d-1414-4a9a-ae1c-d7a654f38110",NA,NA,NA,NA
"1943",NA,NA,"preservedspecimen",NA,"juglans cinerea","nha-543325","magnoliopsida","nha","f2ffd5f6-eef6-4979-9cc8-29dc3304e0a2",NA,"a. r. hodgdon",NA,"north america",NA,"united states","usa","strafford","7ddf754f-d193-4cc9-b351-99906754a03b","1954-06-17T00:00:00+00:00","2016-04-21T13:39:39.967847+00:00",0.246376811594203,NA,NA,NA,NA,NA,"d64c508d54a6e177c1914cdc79a0d9a8ac1ba611","1954-06-17","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"university of new hampshire",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"south of road and south of little river",NA,NA,NA,NA,NA,NA,"lee","a6d0318e-f94d-11e2-82ee-4e86b808fbd5","fagales","tracheophyta",NA,"7759","7644703a-ce24-4f7b-b800-66ddf8812f86","juglans cinerea",NA,"cinerea",168,"new hampshire","3054352","accepted","species",NA,"ead343cb-8b81-4eb9-85d9-9148d2fbce73",NA,NA,NA,NA
"1944",NA,NA,"preservedspecimen",NA,"juglans cinerea",NA,"magnoliopsida",NA,"b01784c6-c5d7-11e4-b6af-00163e00498d",NA,"loy r. phillippe, paul b. marcum, mary ann feist, & david m. ketzner",NA,"north america",NA,"united states","usa","blount","7ddf754f-d193-4cc9-b351-99906754a03b","2002-08-08","2018-08-24T10:38:56.047928+00:00",0.173913043478261,NA,NA,NA,NA,NA,"74c2bac06908cbb36dde53b7937735eed48fe207",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"ills",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209812f2-d287-437f-a2cc-890a599496b7","fagales","tracheophyta",NA,NA,"f0174bc9-0cca-450e-a941-655d80040139","juglans cinerea",NA,"cinerea",220,"tennessee","3054352","accepted","species",NA,"eadf55d7-b975-49e7-b8b2-7d6333ee9926",NA,NA,NA,NA
"1945",NA,NA,"preservedspecimen",NA,"juglans cinerea","sim0000366","magnoliopsida",NA,"ce5d3f76-3855-4cda-aaf9-fce6d12f7bfb",NA,"william t. davis",NA,"north america",NA,"united states","usa","richmond","7ddf754f-d193-4cc9-b351-99906754a03b","1905-11-08","2020-11-06T21:21:36.477772+00:00",0.202898550724638,NA,NA,NA,NA,NA,"05340d9e5da993ac9212a4aa7173b334e9f037e0",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"sim",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2b9705a7-bf1a-4e5c-befa-9f6c8e62e700","fagales","tracheophyta",NA,NA,"7e4aacd3-0a24-49ab-b019-518b7069b682","juglans cinerea",NA,"cinerea",312,"new york","3054352","accepted","species",NA,"eb256065-e21c-4b4f-90ad-1ad5ace1f370",NA,NA,NA,NA
